time,ppg_med
1721885850.6060002,-87.0,
1721885850.6310003,-42.0,
1721885850.6560001,9.0,
1721885850.6810002,45.0,
1721885850.706,59.0,
1721885850.7310002,62.0,
1721885850.7560003,65.0,
1721885850.7810001,72.0,
1721885850.8060002,75.0,
1721885850.831,73.0,
1721885850.8560002,70.0,
1721885850.8810003,74.0,
1721885850.9060001,84.0,
1721885850.9310002,87.0,
1721885850.956,72.0,
1721885850.9810002,43.0,
1721885851.006,14.0,
1721885851.0310001,-5.0,
1721885851.056,-19.0,
1721885851.081,-38.0,
1721885851.106,-67.0,
1721885851.131,-96.0,
1721885851.1560001,-113.0,
1721885851.181,-121.0,
1721885851.206,-131.0,
1721885851.231,-153.0,
1721885851.256,-173.0,
1721885851.2810001,-167.0,
1721885851.306,-119.0,
1721885851.331,-41.0,
1721885851.356,33.0,
1721885851.381,78.0,
1721885851.4060001,93.0,
1721885851.4310002,97.0,
1721885851.456,104.0,
1721885851.4810002,115.0,
1721885851.506,121.0,
1721885851.5310001,120.0,
1721885851.5560002,120.0,
1721885851.581,123.0,
1721885851.6060002,118.0,
1721885851.631,90.0,
1721885851.6560001,39.0,
1721885851.6810002,-16.0,
1721885851.706,-50.0,
1721885851.7310002,-57.0,
1721885851.756,-50.0,
1721885851.7810001,-51.0,
1721885851.806,-64.0,
1721885851.831,-80.0,
1721885851.856,-92.0,
1721885851.881,-104.0,
1721885851.906,-128.0,
1721885851.931,-158.0,
1721885851.956,-172.0,
1721885851.981,-148.0,
1721885852.006,-86.0,
1721885852.031,-11.0,
1721885852.056,47.0,
1721885852.081,75.0,
1721885852.106,84.0,
1721885852.131,84.0,
1721885852.156,82.0,
1721885852.181,77.0,
1721885852.206,70.0,
1721885852.2310002,68.0,
1721885852.256,74.0,
1721885852.2810001,79.0,
1721885852.306,75.0,
1721885852.331,62.0,
1721885852.3560002,51.0,
1721885852.381,50.0,
1721885852.4060001,49.0,
1721885852.431,34.0,
1721885852.456,-3.0,
1721885852.4810002,-49.0,
1721885852.506,-85.0,
1721885852.5310001,-105.0,
1721885852.556,-125.0,
1721885852.581,-157.0,
1721885852.6060002,-191.0,
1721885852.6310003,-199.0,
1721885852.6560001,-159.0,
1721885852.6810002,-82.0,
1721885852.706,-1.0,
1721885852.7310002,54.0,
1721885852.7560003,78.0,
1721885852.7810001,89.0,
1721885852.8060002,102.0,
1721885852.831,115.0,
1721885852.8560002,119.0,
1721885852.8810003,112.0,
1721885852.9060001,105.0,
1721885852.9310002,108.0,
1721885852.956,117.0,
1721885852.9810002,118.0,
1721885853.006,102.0,
1721885853.0310001,74.0,
1721885853.056,47.0,
1721885853.081,26.0,
1721885853.106,5.0,
1721885853.131,-27.0,
1721885853.1560001,-64.0,
1721885853.181,-94.0,
1721885853.206,-109.0,
1721885853.231,-120.0,
1721885853.256,-144.0,
1721885853.2810001,-182.0,
1721885853.306,-213.0,
1721885853.331,-209.0,
1721885853.356,-166.0,
1721885853.381,-101.0,
1721885853.4060001,-44.0,
1721885853.4310002,-8.0,
1721885853.456,14.0,
1721885853.4810002,34.0,
1721885853.506,57.0,
1721885853.5310001,78.0,
1721885853.5560002,90.0,
1721885853.581,96.0,
1721885853.6060002,102.0,
1721885853.631,113.0,
1721885853.6560001,124.0,
1721885853.6810002,128.0,
1721885853.706,120.0,
1721885853.7310002,104.0,
1721885853.756,86.0,
1721885853.7810001,69.0,
1721885853.806,54.0,
1721885853.831,35.0,
1721885853.856,10.0,
1721885853.881,-22.0,
1721885853.906,-53.0,
1721885853.931,-77.0,
1721885853.956,-97.0,
1721885853.981,-121.0,
1721885854.006,-155.0,
1721885854.031,-192.0,
1721885854.056,-208.0,
1721885854.081,-183.0,
1721885854.106,-120.0,
1721885854.131,-42.0,
1721885854.156,21.0,
1721885854.181,57.0,
1721885854.206,75.0,
1721885854.2310002,87.0,
1721885854.256,100.0,
1721885854.2810001,108.0,
1721885854.306,110.0,
1721885854.331,110.0,
1721885854.3560002,115.0,
1721885854.381,123.0,
1721885854.4060001,128.0,
1721885854.431,125.0,
1721885854.456,113.0,
1721885854.4810002,98.0,
1721885854.506,82.0,
1721885854.5310001,66.0,
1721885854.556,49.0,
1721885854.581,31.0,
1721885854.6060002,12.0,
1721885854.6310003,-12.0,
1721885854.6560001,-39.0,
1721885854.6810002,-67.0,
1721885854.706,-89.0,
1721885854.7310002,-109.0,
1721885854.7560003,-136.0,
1721885854.7810001,-172.0,
1721885854.8060002,-200.0,
1721885854.831,-200.0,
1721885854.8560002,-160.0,
1721885854.8810003,-93.0,
1721885854.9060001,-25.0,
1721885854.9310002,24.0,
1721885854.956,56.0,
1721885854.9810002,79.0,
1721885855.006,99.0,
1721885855.0310001,112.0,
1721885855.056,112.0,
1721885855.081,104.0,
1721885855.106,98.0,
1721885855.131,97.0,
1721885855.1560001,98.0,
1721885855.181,93.0,
1721885855.206,81.0,
1721885855.231,63.0,
1721885855.256,42.0,
1721885855.2810001,19.0,
1721885855.306,-4.0,
1721885855.331,-25.0,
1721885855.356,-45.0,
1721885855.381,-65.0,
1721885855.4060001,-90.0,
1721885855.4310002,-118.0,
1721885855.456,-145.0,
1721885855.4810002,-171.0,
1721885855.506,-202.0,
1721885855.5310001,-238.0,
1721885855.5560002,-265.0,
1721885855.581,-258.0,
1721885855.6060002,-208.0,
1721885855.631,-128.0,
1721885855.6560001,-50.0,
1721885855.6810002,2.0,
1721885855.706,31.0,
1721885855.7310002,53.0,
1721885855.756,76.0,
1721885855.7810001,95.0,
1721885855.806,102.0,
1721885855.831,100.0,
1721885855.856,103.0,
1721885855.881,118.0,
1721885855.906,136.0,
1721885855.931,145.0,
1721885855.956,141.0,
1721885855.981,134.0,
1721885856.006,132.0,
1721885856.031,131.0,
1721885856.056,125.0,
1721885856.081,110.0,
1721885856.106,95.0,
1721885856.131,85.0,
1721885856.156,74.0,
1721885856.181,53.0,
1721885856.206,22.0,
1721885856.2310002,-9.0,
1721885856.256,-35.0,
1721885856.2810001,-66.0,
1721885856.306,-115.0,
1721885856.331,-174.0,
1721885856.3560002,-213.0,
1721885856.381,-202.0,
1721885856.4060001,-142.0,
1721885856.431,-64.0,
1721885856.456,-8.0,
1721885856.4810002,18.0,
1721885856.506,29.0,
1721885856.5310001,46.0,
1721885856.556,67.0,
1721885856.581,78.0,
1721885856.6060002,72.0,
1721885856.6310003,56.0,
1721885856.6560001,48.0,
1721885856.6810002,51.0,
1721885856.706,56.0,
1721885856.7310002,52.0,
1721885856.7560003,41.0,
1721885856.7810001,28.0,
1721885856.8060002,18.0,
1721885856.831,5.0,
1721885856.8560002,-15.0,
1721885856.8810003,-37.0,
1721885856.9060001,-55.0,
1721885856.9310002,-68.0,
1721885856.956,-84.0,
1721885856.9810002,-108.0,
1721885857.006,-137.0,
1721885857.0310001,-162.0,
1721885857.056,-183.0,
1721885857.081,-209.0,
1721885857.106,-244.0,
1721885857.131,-270.0,
1721885857.1560001,-264.0,
1721885857.181,-209.0,
1721885857.206,-121.0,
1721885857.231,-33.0,
1721885857.256,28.0,
1721885857.2810001,64.0,
1721885857.306,90.0,
1721885857.331,117.0,
1721885857.356,141.0,
1721885857.381,156.0,
1721885857.4060001,160.0,
1721885857.4310002,165.0,
1721885857.456,179.0,
1721885857.4810002,197.0,
1721885857.506,204.0,
1721885857.5310001,196.0,
1721885857.5560002,177.0,
1721885857.581,159.0,
1721885857.6060002,143.0,
1721885857.631,123.0,
1721885857.6560001,96.0,
1721885857.6810002,66.0,
1721885857.706,43.0,
1721885857.7310002,29.0,
1721885857.756,16.0,
1721885857.7810001,-2.0,
1721885857.806,-24.0,
1721885857.831,-41.0,
1721885857.856,-52.0,
1721885857.881,-66.0,
1721885857.906,-95.0,
1721885857.931,-133.0,
1721885857.956,-157.0,
1721885857.981,-141.0,
1721885858.006,-81.0,
1721885858.031,1.0,
1721885858.056,73.0,
1721885858.081,114.0,
1721885858.106,127.0,
1721885858.131,131.0,
1721885858.156,138.0,
1721885858.181,145.0,
1721885858.206,141.0,
1721885858.2310002,120.0,
1721885858.256,88.0,
1721885858.2810001,61.0,
1721885858.306,47.0,
1721885858.331,42.0,
1721885858.3560002,32.0,
1721885858.381,4.0,
1721885858.4060001,-42.0,
1721885858.431,-95.0,
1721885858.456,-140.0,
1721885858.4810002,-164.0,
1721885858.506,-170.0,
1721885858.5310001,-167.0,
1721885858.556,-168.0,
1721885858.581,-178.0,
1721885858.6060002,-194.0,
1721885858.6310003,-206.0,
1721885858.6560001,-214.0,
1721885858.6810002,-220.0,
1721885858.706,-230.0,
1721885858.7310002,-240.0,
1721885858.7560003,-238.0,
1721885858.7810001,-211.0,
1721885858.8060002,-157.0,
1721885858.831,-90.0,
1721885858.8560002,-26.0,
1721885858.8810003,20.0,
1721885858.9060001,50.0,
1721885858.9310002,71.0,
1721885858.956,89.0,
1721885858.9810002,106.0,
1721885859.006,120.0,
1721885859.0310001,129.0,
1721885859.056,134.0,
1721885859.081,137.0,
1721885859.106,137.0,
1721885859.131,135.0,
1721885859.1560001,132.0,
1721885859.181,128.0,
1721885859.206,124.0,
1721885859.231,118.0,
1721885859.256,111.0,
1721885859.2810001,100.0,
1721885859.306,85.0,
1721885859.331,65.0,
1721885859.356,40.0,
1721885859.381,16.0,
1721885859.4060001,-2.0,
1721885859.4310002,-13.0,
1721885859.456,-22.0,
1721885859.4810002,-34.0,
1721885859.506,-49.0,
1721885859.5310001,-59.0,
1721885859.5560002,-52.0,
1721885859.581,-26.0,
1721885859.6060002,14.0,
1721885859.631,52.0,
1721885859.6560001,80.0,
1721885859.6810002,91.0,
1721885859.706,90.0,
1721885859.7310002,81.0,
1721885859.756,73.0,
1721885859.7810001,69.0,
1721885859.806,69.0,
1721885859.831,69.0,
1721885859.856,63.0,
1721885859.881,45.0,
1721885859.906,18.0,
1721885859.931,-12.0,
1721885859.956,-40.0,
1721885859.981,-60.0,
1721885860.006,-70.0,
1721885860.031,-74.0,
1721885860.056,-77.0,
1721885860.081,-89.0,
1721885860.106,-108.0,
1721885860.131,-125.0,
1721885860.156,-129.0,
1721885860.181,-120.0,
1721885860.206,-111.0,
1721885860.2310002,-120.0,
1721885860.256,-144.0,
1721885860.2810001,-163.0,
1721885860.306,-153.0,
1721885860.331,-106.0,
1721885860.3560002,-40.0,
1721885860.381,18.0,
1721885860.4060001,53.0,
1721885860.431,69.0,
1721885860.456,77.0,
1721885860.4810002,84.0,
1721885860.506,87.0,
1721885860.5310001,86.0,
1721885860.556,84.0,
1721885860.581,86.0,
1721885860.6060002,90.0,
1721885860.6310003,91.0,
1721885860.6560001,81.0,
1721885860.6810002,64.0,
1721885860.706,47.0,
1721885860.7310002,39.0,
1721885860.7560003,36.0,
1721885860.7810001,33.0,
1721885860.8060002,24.0,
1721885860.831,13.0,
1721885860.8560002,9.0,
1721885860.8810003,13.0,
1721885860.9060001,18.0,
1721885860.9310002,12.0,
1721885860.956,-10.0,
1721885860.9810002,-35.0,
1721885861.006,-40.0,
1721885861.0310001,-13.0,
1721885861.056,35.0,
1721885861.081,81.0,
1721885861.106,101.0,
1721885861.131,94.0,
1721885861.1560001,75.0,
1721885861.181,58.0,
1721885861.206,46.0,
1721885861.231,30.0,
1721885861.256,5.0,
1721885861.2810001,-21.0,
1721885861.306,-33.0,
1721885861.331,-29.0,
1721885861.356,-22.0,
1721885861.381,-24.0,
1721885861.4060001,-38.0,
1721885861.4310002,-54.0,
1721885861.456,-59.0,
1721885861.4810002,-54.0,
1721885861.506,-49.0,
1721885861.5310001,-54.0,
1721885861.5560002,-69.0,
1721885861.581,-88.0,
1721885861.6060002,-105.0,
1721885861.631,-122.0,
1721885861.6560001,-141.0,
1721885861.6810002,-153.0,
1721885861.706,-147.0,
1721885861.7310002,-115.0,
1721885861.756,-65.0,
1721885861.7810001,-15.0,
1721885861.806,21.0,
1721885861.831,38.0,
1721885861.856,45.0,
1721885861.881,52.0,
1721885861.906,61.0,
1721885861.931,69.0,
1721885861.956,73.0,
1721885861.981,75.0,
1721885862.006,78.0,
1721885862.031,79.0,
1721885862.056,75.0,
1721885862.081,63.0,
1721885862.106,48.0,
1721885862.131,35.0,
1721885862.156,25.0,
1721885862.181,13.0,
1721885862.206,-4.0,
1721885862.2310002,-21.0,
1721885862.256,-32.0,
1721885862.2810001,-38.0,
1721885862.306,-48.0,
1721885862.331,-70.0,
1721885862.3560002,-95.0,
1721885862.381,-104.0,
1721885862.4060001,-83.0,
1721885862.431,-37.0,
1721885862.456,10.0,
1721885862.4810002,40.0,
1721885862.506,53.0,
1721885862.5310001,59.0,
1721885862.556,67.0,
1721885862.581,75.0,
1721885862.6060002,76.0,
1721885862.6310003,73.0,
1721885862.6560001,71.0,
1721885862.6810002,74.0,
1721885862.706,78.0,
1721885862.7310002,74.0,
1721885862.7560003,61.0,
1721885862.7810001,46.0,
1721885862.8060002,33.0,
1721885862.831,21.0,
1721885862.8560002,6.0,
1721885862.8810003,-12.0,
1721885862.9060001,-27.0,
1721885862.9310002,-37.0,
1721885862.956,-49.0,
1721885862.9810002,-70.0,
1721885863.006,-94.0,
1721885863.0310001,-105.0,
1721885863.056,-88.0,
1721885863.081,-49.0,
1721885863.106,-10.0,
1721885863.131,10.0,
1721885863.1560001,15.0,
1721885863.181,18.0,
1721885863.206,31.0,
1721885863.231,46.0,
1721885863.256,51.0,
1721885863.2810001,40.0,
1721885863.306,25.0,
1721885863.331,22.0,
1721885863.356,34.0,
1721885863.381,47.0,
1721885863.4060001,46.0,
1721885863.4310002,31.0,
1721885863.456,12.0,
1721885863.4810002,0.0,
1721885863.506,-8.0,
1721885863.5310001,-18.0,
1721885863.5560002,-37.0,
1721885863.581,-58.0,
1721885863.6060002,-77.0,
1721885863.631,-92.0,
1721885863.6560001,-111.0,
1721885863.6810002,-137.0,
1721885863.706,-161.0,
1721885863.7310002,-165.0,
1721885863.756,-136.0,
1721885863.7810001,-81.0,
1721885863.806,-19.0,
1721885863.831,27.0,
1721885863.856,51.0,
1721885863.881,62.0,
1721885863.906,75.0,
1721885863.931,91.0,
1721885863.956,106.0,
1721885863.981,110.0,
1721885864.006,104.0,
1721885864.031,98.0,
1721885864.056,101.0,
1721885864.081,108.0,
1721885864.106,108.0,
1721885864.131,91.0,
1721885864.156,62.0,
1721885864.181,33.0,
1721885864.206,14.0,
1721885864.2310002,2.0,
1721885864.256,-12.0,
1721885864.2810001,-33.0,
1721885864.306,-56.0,
1721885864.331,-76.0,
1721885864.3560002,-95.0,
1721885864.381,-121.0,
1721885864.4060001,-153.0,
1721885864.431,-178.0,
1721885864.456,-173.0,
1721885864.4810002,-129.0,
1721885864.506,-61.0,
1721885864.5310001,5.0,
1721885864.556,49.0,
1721885864.581,74.0,
1721885864.6060002,91.0,
1721885864.6310003,107.0,
1721885864.6560001,120.0,
1721885864.6810002,125.0,
1721885864.706,124.0,
1721885864.7310002,126.0,
1721885864.7560003,134.0,
1721885864.7810001,141.0,
1721885864.8060002,137.0,
1721885864.831,120.0,
1721885864.8560002,97.0,
1721885864.8810003,76.0,
1721885864.9060001,57.0,
1721885864.9310002,38.0,
1721885864.956,20.0,
1721885864.9810002,5.0,
1721885865.006,-8.0,
1721885865.0310001,-24.0,
1721885865.056,-48.0,
1721885865.081,-73.0,
1721885865.106,-92.0,
1721885865.131,-107.0,
1721885865.1560001,-129.0,
1721885865.181,-163.0,
1721885865.206,-199.0,
1721885865.231,-208.0,
1721885865.256,-171.0,
1721885865.2810001,-99.0,
1721885865.306,-26.0,
1721885865.331,23.0,
1721885865.356,45.0,
1721885865.381,57.0,
1721885865.4060001,73.0,
1721885865.4310002,91.0,
1721885865.456,98.0,
1721885865.4810002,93.0,
1721885865.506,86.0,
1721885865.5310001,87.0,
1721885865.5560002,94.0,
1721885865.581,94.0,
1721885865.6060002,81.0,
1721885865.631,59.0,
1721885865.6560001,37.0,
1721885865.6810002,16.0,
1721885865.706,-8.0,
1721885865.7310002,-36.0,
1721885865.756,-63.0,
1721885865.7810001,-82.0,
1721885865.806,-92.0,
1721885865.831,-97.0,
1721885865.856,-102.0,
1721885865.881,-104.0,
1721885865.906,-103.0,
1721885865.931,-105.0,
1721885865.956,-121.0,
1721885865.981,-155.0,
1721885866.006,-189.0,
1721885866.031,-196.0,
1721885866.056,-160.0,
1721885866.081,-90.0,
1721885866.106,-13.0,
1721885866.131,47.0,
1721885866.156,85.0,
1721885866.181,110.0,
1721885866.206,132.0,
1721885866.2310002,151.0,
1721885866.256,161.0,
1721885866.2810001,161.0,
1721885866.306,158.0,
1721885866.331,159.0,
1721885866.3560002,164.0,
1721885866.381,166.0,
1721885866.4060001,156.0,
1721885866.431,136.0,
1721885866.456,113.0,
1721885866.4810002,93.0,
1721885866.506,75.0,
1721885866.5310001,54.0,
1721885866.556,27.0,
1721885866.581,-2.0,
1721885866.6060002,-28.0,
1721885866.6310003,-51.0,
1721885866.6560001,-75.0,
1721885866.6810002,-105.0,
1721885866.706,-136.0,
1721885866.7310002,-163.0,
1721885866.7560003,-186.0,
1721885866.7810001,-213.0,
1721885866.8060002,-248.0,
1721885866.831,-284.0,
1721885866.8560002,-298.0,
1721885866.8810003,-270.0,
1721885866.9060001,-202.0,
1721885866.9310002,-121.0,
1721885866.956,-56.0,
1721885866.9810002,-19.0,
1721885867.006,1.0,
1721885867.0310001,21.0,
1721885867.056,44.0,
1721885867.081,62.0,
1721885867.106,69.0,
1721885867.131,68.0,
1721885867.1560001,73.0,
1721885867.181,88.0,
1721885867.206,105.0,
1721885867.231,112.0,
1721885867.256,106.0,
1721885867.2810001,97.0,
1721885867.306,90.0,
1721885867.331,84.0,
1721885867.356,71.0,
1721885867.381,50.0,
1721885867.4060001,31.0,
1721885867.4310002,23.0,
1721885867.456,21.0,
1721885867.4810002,12.0,
1721885867.506,-16.0,
1721885867.5310001,-56.0,
1721885867.5560002,-92.0,
1721885867.581,-110.0,
1721885867.6060002,-106.0,
1721885867.631,-85.0,
1721885867.6560001,-53.0,
1721885867.6810002,-14.0,
1721885867.706,29.0,
1721885867.7310002,69.0,
1721885867.756,98.0,
1721885867.7810001,117.0,
1721885867.806,130.0,
1721885867.831,142.0,
1721885867.856,153.0,
1721885867.881,166.0,
1721885867.906,181.0,
1721885867.931,198.0,
1721885867.956,211.0,
1721885867.981,209.0,
1721885868.006,188.0,
1721885868.031,156.0,
1721885868.056,129.0,
1721885868.081,116.0,
1721885868.106,114.0,
1721885868.131,110.0,
1721885868.156,96.0,
1721885868.181,74.0,
1721885868.206,48.0,
1721885868.2310002,17.0,
1721885868.256,-21.0,
1721885868.2810001,-65.0,
1721885868.306,-105.0,
1721885868.331,-136.0,
1721885868.3560002,-163.0,
1721885868.381,-197.0,
1721885868.4060001,-239.0,
1721885868.431,-272.0,
1721885868.456,-272.0,
1721885868.4810002,-230.0,
1721885868.506,-157.0,
1721885868.5310001,-82.0,
1721885868.556,-25.0,
1721885868.581,6.0,
1721885868.6060002,14.0,
1721885868.6310003,7.0,
1721885868.6560001,-6.0,
1721885868.6810002,-15.0,
1721885868.706,-12.0,
1721885868.7310002,4.0,
1721885868.7560003,23.0,
1721885868.7810001,38.0,
1721885868.8060002,48.0,
1721885868.831,56.0,
1721885868.8560002,60.0,
1721885868.8810003,53.0,
1721885868.9060001,28.0,
1721885868.9310002,-11.0,
1721885868.956,-49.0,
1721885868.9810002,-75.0,
1721885869.006,-92.0,
1721885869.0310001,-110.0,
1721885869.056,-130.0,
1721885869.081,-146.0,
1721885869.106,-154.0,
1721885869.131,-164.0,
1721885869.1560001,-193.0,
1721885869.181,-240.0,
1721885869.206,-284.0,
1721885869.231,-292.0,
1721885869.256,-250.0,
1721885869.2810001,-176.0,
1721885869.306,-103.0,
1721885869.331,-48.0,
1721885869.356,-11.0,
1721885869.381,24.0,
1721885869.4060001,64.0,
1721885869.4310002,102.0,
1721885869.456,127.0,
1721885869.4810002,137.0,
1721885869.506,139.0,
1721885869.5310001,142.0,
1721885869.5560002,151.0,
1721885869.581,163.0,
1721885869.6060002,175.0,
1721885869.631,183.0,
1721885869.6560001,186.0,
1721885869.6810002,185.0,
1721885869.706,180.0,
1721885869.7310002,168.0,
1721885869.756,147.0,
1721885869.7810001,114.0,
1721885869.806,72.0,
1721885869.831,31.0,
1721885869.856,-4.0,
1721885869.881,-36.0,
1721885869.906,-71.0,
1721885869.931,-108.0,
1721885869.956,-132.0,
1721885869.981,-124.0,
1721885870.006,-76.0,
1721885870.031,-5.0,
1721885870.056,60.0,
1721885870.081,99.0,
1721885870.106,112.0,
1721885870.131,110.0,
1721885870.156,103.0,
1721885870.181,92.0,
1721885870.206,75.0,
1721885870.2310002,53.0,
1721885870.256,35.0,
1721885870.2810001,25.0,
1721885870.306,20.0,
1721885870.331,13.0,
1721885870.3560002,-2.0,
1721885870.381,-24.0,
1721885870.4060001,-47.0,
1721885870.431,-68.0,
1721885870.456,-86.0,
1721885870.4810002,-103.0,
1721885870.506,-120.0,
1721885870.5310001,-134.0,
1721885870.556,-143.0,
1721885870.581,-147.0,
1721885870.6060002,-151.0,
1721885870.6310003,-161.0,
1721885870.6560001,-179.0,
1721885870.6810002,-191.0,
1721885870.706,-178.0,
1721885870.7310002,-128.0,
1721885870.7560003,-47.0,
1721885870.7810001,41.0,
1721885870.8060002,110.0,
1721885870.831,153.0,
1721885870.8560002,178.0,
1721885870.8810003,197.0,
1721885870.9060001,212.0,
1721885870.9310002,216.0,
1721885870.956,207.0,
1721885870.9810002,190.0,
1721885871.006,171.0,
1721885871.0310001,150.0,
1721885871.056,120.0,
1721885871.081,77.0,
1721885871.106,34.0,
1721885871.131,3.0,
1721885871.1560001,-11.0,
1721885871.181,-18.0,
1721885871.206,-29.0,
1721885871.231,-44.0,
1721885871.256,-56.0,
1721885871.2810001,-60.0,
1721885871.306,-66.0,
1721885871.331,-86.0,
1721885871.356,-117.0,
1721885871.381,-137.0,
1721885871.4060001,-122.0,
1721885871.4310002,-72.0,
1721885871.456,-6.0,
1721885871.4810002,50.0,
1721885871.506,87.0,
1721885871.5310001,113.0,
1721885871.5560002,133.0,
1721885871.581,146.0,
1721885871.6060002,144.0,
1721885871.631,133.0,
1721885871.6560001,125.0,
1721885871.6810002,130.0,
1721885871.706,143.0,
1721885871.7310002,149.0,
1721885871.756,138.0,
1721885871.7810001,114.0,
1721885871.806,87.0,
1721885871.831,61.0,
1721885871.856,27.0,
1721885871.881,-21.0,
1721885871.906,-79.0,
1721885871.931,-139.0,
1721885871.956,-195.0,
1721885871.981,-246.0,
1721885872.006,-288.0,
1721885872.031,-311.0,
1721885872.056,-300.0,
1721885872.081,-256.0,
1721885872.106,-198.0,
1721885872.131,-151.0,
1721885872.156,-126.0,
1721885872.181,-115.0,
1721885872.206,-104.0,
1721885872.2310002,-90.0,
1721885872.256,-79.0,
1721885872.2810001,-76.0,
1721885872.306,-73.0,
1721885872.331,-56.0,
1721885872.3560002,-26.0,
1721885872.381,3.0,
1721885872.4060001,12.0,
1721885872.431,-3.0,
1721885872.456,-27.0,
1721885872.4810002,-44.0,
1721885872.506,-48.0,
1721885872.5310001,-43.0,
1721885872.556,-36.0,
1721885872.581,-34.0,
1721885872.6060002,-40.0,
1721885872.6310003,-60.0,
1721885872.6560001,-91.0,
1721885872.6810002,-118.0,
1721885872.706,-121.0,
1721885872.7310002,-89.0,
1721885872.7560003,-30.0,
1721885872.7810001,36.0,
1721885872.8060002,91.0,
1721885872.831,133.0,
1721885872.8560002,164.0,
1721885872.8810003,188.0,
1721885872.9060001,203.0,
1721885872.9310002,211.0,
1721885872.956,219.0,
1721885872.9810002,231.0,
1721885873.006,243.0,
1721885873.0310001,242.0,
1721885873.056,218.0,
1721885873.081,178.0,
1721885873.106,136.0,
1721885873.131,101.0,
1721885873.1560001,72.0,
1721885873.181,42.0,
1721885873.206,10.0,
1721885873.231,-19.0,
1721885873.256,-39.0,
1721885873.2810001,-54.0,
1721885873.306,-67.0,
1721885873.331,-76.0,
1721885873.356,-74.0,
1721885873.381,-55.0,
1721885873.4060001,-24.0,
1721885873.4310002,6.0,
1721885873.456,26.0,
1721885873.4810002,33.0,
1721885873.506,35.0,
1721885873.5310001,35.0,
1721885873.5560002,37.0,
1721885873.581,38.0,
1721885873.6060002,40.0,
1721885873.631,43.0,
1721885873.6560001,44.0,
1721885873.6810002,41.0,
1721885873.706,34.0,
1721885873.7310002,23.0,
1721885873.756,7.0,
1721885873.7810001,-11.0,
1721885873.806,-30.0,
1721885873.831,-45.0,
1721885873.856,-56.0,
1721885873.881,-64.0,
1721885873.906,-77.0,
1721885873.931,-93.0,
1721885873.956,-103.0,
1721885873.981,-97.0,
1721885874.006,-73.0,
1721885874.031,-42.0,
1721885874.056,-21.0,
1721885874.081,-16.0,
1721885874.106,-20.0,
1721885874.131,-21.0,
1721885874.156,-15.0,
1721885874.181,-9.0,
1721885874.206,-6.0,
1721885874.2310002,-7.0,
1721885874.256,-3.0,
1721885874.2810001,5.0,
1721885874.306,12.0,
1721885874.331,5.0,
1721885874.3560002,-16.0,
1721885874.381,-41.0,
1721885874.4060001,-58.0,
1721885874.431,-63.0,
1721885874.456,-64.0,
1721885874.4810002,-72.0,
1721885874.506,-88.0,
1721885874.5310001,-100.0,
1721885874.556,-96.0,
1721885874.581,-71.0,
1721885874.6060002,-32.0,
1721885874.6310003,8.0,
1721885874.6560001,43.0,
1721885874.6810002,67.0,
1721885874.706,84.0,
1721885874.7310002,95.0,
1721885874.7560003,103.0,
1721885874.7810001,112.0,
1721885874.8060002,120.0,
1721885874.831,123.0,
1721885874.8560002,118.0,
1721885874.8810003,104.0,
1721885874.9060001,88.0,
1721885874.9310002,72.0,
1721885874.956,56.0,
1721885874.9810002,36.0,
1721885875.006,15.0,
1721885875.0310001,-5.0,
1721885875.056,-21.0,
1721885875.081,-37.0,
1721885875.106,-61.0,
1721885875.131,-88.0,
1721885875.1560001,-105.0,
1721885875.181,-97.0,
1721885875.206,-66.0,
1721885875.231,-30.0,
1721885875.256,-4.0,
1721885875.2810001,13.0,
1721885875.306,31.0,
1721885875.331,56.0,
1721885875.356,79.0,
1721885875.381,81.0,
1721885875.4060001,58.0,
1721885875.4310002,24.0,
1721885875.456,-2.0,
1721885875.4810002,-14.0,
1721885875.506,-17.0,
1721885875.5310001,-24.0,
1721885875.5560002,-37.0,
1721885875.581,-52.0,
1721885875.6060002,-65.0,
1721885875.631,-77.0,
1721885875.6560001,-91.0,
1721885875.6810002,-105.0,
1721885875.706,-115.0,
1721885875.7310002,-123.0,
1721885875.756,-133.0,
1721885875.7810001,-144.0,
1721885875.806,-143.0,
1721885875.831,-119.0,
1721885875.856,-72.0,
1721885875.881,-19.0,
1721885875.906,22.0,
1721885875.931,46.0,
1721885875.956,63.0,
1721885875.981,80.0,
1721885876.006,96.0,
1721885876.031,102.0,
1721885876.056,98.0,
1721885876.081,92.0,
1721885876.106,94.0,
1721885876.131,102.0,
1721885876.156,105.0,
1721885876.181,95.0,
1721885876.206,75.0,
1721885876.2310002,57.0,
1721885876.256,46.0,
1721885876.2810001,36.0,
1721885876.306,20.0,
1721885876.331,-3.0,
1721885876.3560002,-25.0,
1721885876.381,-39.0,
1721885876.4060001,-51.0,
1721885876.431,-69.0,
1721885876.456,-96.0,
1721885876.4810002,-118.0,
1721885876.506,-119.0,
1721885876.5310001,-92.0,
1721885876.556,-47.0,
1721885876.581,-3.0,
1721885876.6060002,26.0,
1721885876.6310003,41.0,
1721885876.6560001,51.0,
1721885876.6810002,61.0,
1721885876.706,69.0,
1721885876.7310002,72.0,
1721885876.7560003,67.0,
1721885876.7810001,61.0,
1721885876.8060002,59.0,
1721885876.831,63.0,
1721885876.8560002,65.0,
1721885876.8810003,58.0,
1721885876.9060001,44.0,
1721885876.9310002,29.0,
