time,battery
1721885997.212,53,
1721885998.216,53,
1721885999.71,53,
1721886000.706,53,
1721886002.19,53,
1721886005.177,53,
1721886006.151,53,
1721886007.162,53,
1721886008.166,53,
1721886009.153,53,
1721886010.163,53,
1721886011.145,53,
1721886012.137,53,
1721886013.117,53,
1721886015.1,53,
1721886016.099,53,
1721886017.077,53,
1721886018.564,53,
1721886020.054,53,
1721886021.058,53,
1721886022.059,53,
1721886023.052,53,
1721886024.564,53,
1721886025.066,53,
1721886026.059,53,
1721886028.059,53,
1721886029.546,53,
1721886030.569,53,
1721886031.061,53,
1721886032.083,53,
1721886033.087,53,
1721886034.093,53,
1721886035.112,53,
1721886036.091,53,
1721886037.1,53,
1721886038.605,53,
1721886039.09,53,
1721886040.095,53,
1721886041.102,53,
1721886042.093,53,
1721886043.08,53,
1721886044.1,53,
1721886045.085,53,
1721886046.101,53,
1721886047.085,53,
1721886048.56,53,
1721886049.53,53,
1721886050.042,53,
1721886054.013,53,
1721886055.02,53,
1721886056.005,53,
1721886057.008,53,
1721886058.01,53,
1721886058.968,53,
1721886059.985,53,
1721886062.483,53,
1721886062.968,53,
1721886063.968,53,
1721886064.972,53,
1721886066.455,53,
1721886066.972,53,
1721886068.465,53,
1721886069.449,53,
1721886069.954,53,
1721886071.938,53,
1721886073.947,53,
1721886075.443,53,
1721886076.962,53,
1721886077.931,53,
1721886079.425,53,
1721886080.426,53,
1721886080.92,53,
1721886081.92,53,
1721886083.427,53,
1721886083.94,53,
1721886085.445,53,
1721886085.95,53,
1721886086.939,53,
1721886087.951,53,
1721886089.942,53,
1721886090.943,53,
1721886092.44,53,
1721886093.467,53,
1721886093.961,53,
1721886094.971,53,
1721886095.971,53,
1721886096.954,53,
1721886097.978,53,
1721886098.977,53,
1721886099.985,53,
1721886102.457,53,
1721886103.944,53,
1721886104.952,53,
1721886105.94,53,
1721886106.933,53,
1721886107.933,53,
1721886109.439,53,
1721886109.943,53,
1721886110.955,53,
1721886112.955,53,
1721886113.944,53,
1721886114.957,53,
1721886116.439,53,
1721886116.947,53,
1721886117.927,53,
1721886118.929,53,
1721886119.932,53,
1721886122.428,53,
1721886122.922,53,
1721886123.929,53,
1721886124.951,53,
1721886125.965,53,
1721886126.961,53,
1721886127.971,53,
1721886129.99,53,
1721886131.002,53,
1721886132.51,53,
1721886133.006,53,
1721886133.984,53,
1721886135.482,53,
1721886135.99,53,
1721886136.95,53,
1721886137.938,53,
1721886138.961,53,
1721886139.962,53,
1721886140.978,53,
1721886141.988,53,
1721886143.485,53,
1721886144.487,53,
1721886145.488,53,
1721886145.995,53,
1721886147.023,53,
1721886148.01,53,
1721886149.009,53,
1721886149.997,53,
1721886150.996,53,
1721886152.971,53,
1721886153.961,53,
1721886154.969,53,
1721886156.457,53,
1721886156.963,53,
1721886157.96,53,
1721886159.47,53,
1721886159.971,53,
1721886160.972,53,
1721886161.964,53,
1721886162.958,53,
1721886163.96,53,
1721886164.943,53,
1721886166.948,53,
1721886167.927,53,
1721886168.913,53,
1721886169.893,53,
1721886171.417,53,
1721886171.919,53,
1721886172.928,53,
1721886174.434,53,
1721886174.948,53,
1721886175.951,53,
1721886176.933,53,
1721886178.428,53,
1721886179.913,53,
1721886181.411,53,
1721886182.423,53,
1721886182.907,53,
1721886183.893,53,
1721886184.883,53,
1721886186.362,53,
1721886186.853,53,
1721886187.858,53,
1721886188.865,53,
1721886189.831,53,
1721886190.816,53,
1721886191.823,53,
1721886193.305,53,
1721886194.305,53,
1721886194.824,53,
1721886195.814,53,
1721886196.829,53,
1721886197.824,53,
1721886198.837,53,
1721886200.35,53,
1721886200.841,53,
1721886201.857,53,
1721886202.86,53,
1721886204.361,53,
1721886204.87,53,
1721886205.86,53,
1721886206.865,53,
1721886207.854,53,
1721886208.857,53,
1721886209.873,53,
1721886211.365,53,
1721886211.858,53,
1721886212.85,53,
1721886213.859,53,
1721886216.332,53,
1721886217.342,53,
1721886217.842,53,
1721886218.862,53,
1721886219.857,53,
1721886220.854,53,
1721886222.337,53,
1721886222.84,53,
1721886223.831,53,
1721886224.805,53,
1721886226.295,53,
1721886227.309,53,
1721886227.809,53,
1721886229.291,53,
1721886229.823,53,
1721886230.788,53,
1721886233.817,53,
1721886234.816,53,
1721886235.811,53,
1721886236.79,53,
1721886237.802,53,
1721886238.802,53,
1721886239.789,53,
1721886241.296,53,
1721886241.791,53,
1721886242.777,53,
1721886243.751,53,
1721886244.764,53,
1721886245.788,53,
1721886246.791,53,
1721886249.293,53,
1721886249.78,53,
1721886251.79,53,
1721886252.765,53,
1721886254.277,53,
1721886254.777,53,
1721886255.767,53,
1721886256.763,53,
1721886257.746,53,
1721886258.744,53,
1721886259.729,53,
1721886260.736,53,
1721886261.743,53,
1721886262.734,53,
1721886263.736,53,
1721886264.745,53,
1721886265.744,53,
1721886266.744,53,
1721886267.749,53,
1721886268.764,53,
1721886270.781,53,
1721886271.813,53,
1721886272.813,53,
1721886273.829,53,
1721886274.827,53,
1721886276.302,53,
1721886278.287,53,
1721886279.768,53,
1721886280.78,53,
1721886281.774,53,
1721886282.763,53,
1721886283.763,53,
1721886286.287,53,
1721886287.3,53,
1721886287.79,53,
1721886288.772,53,
1721886289.791,53,
1721886291.296,53,
1721886291.783,53,
1721886293.259,53,
1721886293.759,53,
1721886294.765,53,
1721886295.783,53,
1721886296.782,53,
1721886297.791,53,
1721886298.796,53,
1721886300.313,53,
1721886300.808,53,
1721886303.809,53,
1721886304.813,53,
1721886305.806,53,
1721886306.801,53,
1721886307.785,53,
1721886309.297,53,
1721886310.293,53,
1721886310.804,53,
1721886311.785,53,
1721886313.777,53,
1721886314.751,53,
1721886315.726,53,
1721886316.729,53,
1721886318.213,53,
1721886319.725,53,
1721886320.708,53,
1721886321.719,53,
1721886322.721,53,
1721886323.725,53,
1721886325.21,53,
1721886325.712,53,
1721886328.178,53,
1721886329.71,53,
1721886330.709,53,
1721886331.71,53,
1721886333.224,53,
1721886334.7,53,
1721886335.693,53,
1721886337.177,53,
1721886337.674,53,
1721886339.156,53,
1721886339.652,53,
1721886340.653,53,
1721886341.639,53,
1721886342.617,53,
1721886343.604,53,
1721886344.613,53,
1721886345.615,53,
1721886346.615,53,
1721886347.607,53,
1721886348.599,53,
1721886349.605,53,
1721886351.105,53,
1721886351.59,53,
1721886353.095,53,
1721886353.598,53,
1721886354.598,53,
1721886355.58,53,
1721886356.581,53,
1721886358.081,53,
1721886358.574,53,
1721886359.584,53,
1721886360.566,53,
1721886361.577,53,
1721886363.071,53,
1721886363.577,53,
1721886364.587,53,
1721886365.591,53,
1721886367.588,53,
1721886368.585,53,
1721886369.59,53,
1721886370.589,53,
1721886371.583,53,
1721886372.571,53,
1721886373.563,53,
1721886375.056,53,
1721886378.537,53,
1721886379.538,53,
1721886380.545,53,
1721886382.051,53,
1721886382.54,53,
1721886383.542,53,
1721886384.542,53,
1721886385.568,53,
1721886386.573,53,
1721886387.565,53,
1721886388.552,53,
1721886389.552,53,
1721886390.534,53,
1721886391.513,53,
1721886393.029,53,
1721886393.529,53,
1721886395.027,53,
1721886395.519,53,
1721886396.53,53,
1721886397.521,53,
1721886398.529,53,
1721886399.526,53,
1721886400.543,53,
1721886401.547,53,
1721886403.522,53,
1721886405.036,53,
1721886407.021,53,
1721886407.531,53,
1721886408.522,53,
1721886410.546,53,
1721886411.539,53,
1721886412.55,53,
1721886413.55,53,
1721886415.049,53,
1721886415.555,53,
1721886417.051,53,
1721886418.052,53,
1721886419.068,53,
1721886419.568,53,
1721886420.546,53,
1721886422.028,53,
1721886422.528,53,
1721886423.509,53,
1721886424.502,53,
1721886425.503,53,
1721886426.488,53,
1721886427.51,53,
1721886429.019,53,
1721886430.037,53,
1721886430.544,53,
1721886431.554,53,
1721886433.568,53,
1721886435.045,53,
1721886436.547,53,
1721886437.55,53,
1721886438.535,53,
1721886440.025,53,
1721886440.537,53,
1721886441.532,53,
1721886442.544,53,
1721886443.55,53,
1721886444.545,53,
1721886445.545,53,
1721886446.537,53,
1721886448.036,53,
1721886448.532,53,
1721886449.535,53,
1721886450.544,53,
1721886452.02,53,
1721886453.526,53,
1721886454.528,53,
1721886455.561,53,
1721886456.579,53,
1721886457.563,53,
1721886459.057,53,
1721886459.546,53,
1721886460.544,53,
1721886462.046,53,
1721886462.549,53,
1721886464.026,53,
1721886464.523,53,
1721886465.501,53,
1721886466.51,53,
1721886468.021,53,
1721886469.009,53,
1721886469.496,53,
1721886470.532,53,
1721886471.525,53,
1721886472.542,53,
1721886473.529,53,
1721886475.046,53,
1721886475.551,53,
1721886476.553,53,
1721886478.056,53,
1721886479.55,53,
1721886480.559,53,
1721886481.55,53,
1721886482.541,53,
1721886485.043,53,
1721886485.54,53,
1721886487.047,53,
1721886487.544,53,
1721886488.543,53,
1721886489.543,53,
1721886490.567,53,
1721886491.573,53,
1721886492.542,53,
1721886493.55,53,
1721886494.532,53,
1721886495.543,53,
1721886496.542,53,
1721886497.528,53,
1721886498.527,53,
1721886499.527,53,
1721886501.007,53,
1721886503.023,53,
1721886503.514,53,
1721886504.524,53,
1721886505.535,53,
1721886506.521,53,
1721886507.512,53,
1721886509.015,53,
1721886509.526,53,
1721886511.013,53,
1721886511.508,53,
1721886513.541,53,
1721886514.529,53,
1721886516.052,53,
1721886517.054,53,
1721886517.544,53,
1721886519.021,53,
1721886519.531,53,
1721886520.519,53,
1721886521.522,53,
1721886522.539,53,
1721886523.548,53,
1721886524.533,53,
1721886525.547,52,
1721886526.541,52,
1721886528.036,52,
1721886528.531,52,
1721886529.539,52,
1721886530.537,52,
1721886531.537,52,
1721886533.029,52,
1721886533.537,52,
1721886534.542,52,
1721886536.057,52,
1721886536.565,52,
1721886537.561,52,
1721886538.591,52,
1721886540.092,52,
1721886540.586,52,
1721886541.604,52,
1721886542.602,52,
1721886543.597,52,
1721886544.593,52,
1721886545.604,52,
1721886546.581,52,
1721886547.564,52,
1721886548.554,52,
1721886550.07,52,
1721886550.567,52,
1721886552.074,52,
1721886552.572,52,
1721886555.086,52,
1721886556.06,52,
1721886556.555,52,
1721886557.552,52,
1721886558.53,52,
1721886559.505,52,
1721886561.499,52,
1721886562.507,52,
1721886563.521,52,
1721886565.963,52,
1721886567.944,52,
1721886569.462,52,
1721886570.975,52,
1721886571.471,52,
1721886572.455,52,
1721886573.973,52,
1721886574.469,52,
1721886575.449,52,
1721886577.454,52,
1721886579.459,52,
1721886580.453,52,
1721886581.454,52,
1721886582.446,52,
1721886583.93,52,
1721886584.435,52,
1721886585.427,52,
1721886587.412,52,
1721886588.426,52,
1721886589.404,52,
1721886590.381,52,
1721886591.38,52,
1721886592.39,52,
1721886594.37,52,
1721886595.856,52,
1721886596.365,52,
1721886597.352,52,
1721886598.345,52,
1721886599.341,52,
1721886600.364,52,
1721886601.834,52,
1721886602.846,52,
1721886603.338,52,
1721886604.802,52,
1721886605.287,52,
1721886606.286,52,
1721886607.307,52,
1721886608.81,52,
1721886609.302,52,
1721886610.304,52,
1721886611.304,52,
1721886612.322,52,
1721886613.297,52,
1721886614.261,52,
1721886615.254,52,
1721886616.254,52,
1721886617.727,52,
1721886618.225,52,
1721886619.232,52,
1721886620.728,52,
1721886621.217,52,
1721886622.725,52,
1721886623.205,52,
1721886624.181,52,
1721886625.182,52,
1721886626.171,52,
1721886627.154,52,
1721886628.647,52,
1721886629.652,52,
1721886630.164,52,
1721886631.664,52,
1721886633.149,52,
1721886634.147,52,
1721886635.663,52,
1721886636.187,52,
1721886638.18,52,
1721886639.173,52,
1721886640.147,52,
1721886641.655,52,
1721886642.667,52,
1721886643.667,52,
1721886644.167,52,
1721886645.182,52,
1721886646.18,52,
1721886647.653,52,
1721886648.148,52,
1721886649.172,52,
1721886650.203,52,
1721886651.181,52,
1721886652.152,52,
1721886653.651,52,
1721886655.636,52,
1721886656.137,52,
1721886657.11,52,
1721886658.111,52,
1721886659.089,52,
1721886660.1,52,
1721886661.109,52,
1721886662.106,52,
1721886663.577,52,
1721886665.054,52,
1721886666.056,52,
1721886667.059,52,
1721886668.575,52,
1721886669.567,52,
1721886670.068,52,
1721886671.063,52,
1721886672.552,52,
1721886673.058,52,
1721886675.051,52,
1721886677.005,52,
1721886678.989,52,
1721886679.983,52,
1721886680.967,52,
1721886681.953,52,
1721886682.975,52,
1721886683.985,52,
1721886685.005,52,
1721886685.992,52,
1721886687.975,52,
1721886689.965,52,
1721886688.966,52,
1721886691.451,52,
1721886691.939,52,
1721886692.938,52,
1721886693.934,52,
1721886694.942,52,
1721886696.423,52,
1721886696.913,52,
1721886698.413,52,
1721886698.924,52,
1721886699.915,52,
1721886701.404,52,
1721886703.4,52,
1721886703.891,52,
1721886705.912,52,
1721886706.875,52,
1721886707.885,52,
1721886708.89,52,
1721886710.377,52,
1721886711.898,52,
1721886713.381,52,
1721886713.869,52,
1721886715.379,52,
1721886715.89,52,
1721886716.907,52,
1721886717.908,52,
1721886719.429,52,
1721886719.91,52,
1721886720.915,52,
1721886722.418,52,
1721886723.426,52,
1721886724.424,52,
1721886724.934,52,
1721886725.925,52,
1721886727.934,52,
1721886728.942,52,
1721886730.435,52,
1721886730.922,52,
1721886731.923,52,
1721886732.921,52,
1721886733.935,52,
1721886735.44,52,
1721886735.944,52,
1721886736.934,52,
1721886737.928,52,
1721886738.923,52,
1721886739.913,52,
1721886741.435,52,
1721886741.943,52,
1721886743.474,52,
1721886743.978,52,
1721886744.984,52,
1721886745.974,52,
1721886746.976,52,
1721886748.456,52,
1721886748.947,52,
1721886749.932,52,
1721886751.414,52,
1721886751.903,52,
1721886752.912,52,
1721886754.931,52,
1721886755.926,52,
1721886756.927,52,
1721886758.456,52,
1721886758.938,52,
1721886759.94,52,
1721886760.933,52,
1721886761.921,52,
1721886763.405,52,
1721886763.902,52,
1721886764.893,52,
1721886766.403,52,
1721886766.911,52,
1721886768.932,52,
1721886769.93,52,
1721886770.948,52,
1721886771.935,52,
1721886772.951,52,
1721886774.435,52,
1721886775.416,52,
1721886776.405,52,
1721886776.897,52,
1721886777.899,52,
1721886779.399,52,
1721886780.408,52,
1721886781.893,52,
1721886782.885,52,
1721886783.871,52,
1721886785.373,52,
1721886785.859,52,
1721886786.848,52,
1721886787.824,52,
1721886789.33,52,
1721886789.821,52,
1721886791.307,52,
1721886792.3,52,
1721886792.803,52,
1721886793.818,52,
1721886794.819,52,
1721886795.827,52,
1721886796.822,52,
1721886797.821,52,
1721886798.825,52,
1721886799.823,52,
1721886800.837,52,
1721886802.807,52,
1721886804.297,52,
1721886804.794,52,
1721886805.785,52,
1721886807.789,52,
1721886809.3,52,
1721886809.803,52,
1721886810.811,52,
1721886813.811,52,
1721886814.803,52,
1721886815.805,52,
1721886816.81,52,
1721886817.809,52,
1721886819.282,52,
1721886819.789,52,
1721886820.799,52,
1721886821.81,52,
1721886822.793,52,
1721886823.783,52,
1721886824.777,52,
1721886825.747,52,
1721886826.755,52,
1721886828.757,52,
1721886829.76,52,
1721886830.733,52,
1721886831.71,52,
1721886832.707,52,
1721886833.698,52,
1721886834.711,52,
1721886835.692,52,
1721886837.18,52,
1721886837.675,52,
1721886838.659,52,
1721886839.682,52,
1721886840.671,52,
1721886841.659,52,
1721886842.668,52,
1721886843.684,52,
1721886845.205,52,
1721886845.695,52,
1721886846.706,52,
1721886847.705,52,
1721886850.196,52,
1721886850.694,52,
1721886851.703,52,
1721886852.68,52,
1721886853.68,52,
1721886855.172,52,
1721886855.672,52,
1721886856.679,52,
1721886857.661,52,
1721886858.651,52,
1721886860.652,52,
1721886859.649,52,
1721886861.651,52,
1721886862.648,52,
1721886863.637,52,
1721886865.127,52,
1721886865.612,52,
1721886867.585,52,
1721886868.573,52,
1721886870.062,52,
1721886870.575,52,
1721886871.568,52,
1721886873.058,52,
1721886874.054,52,
1721886874.544,52,
1721886875.541,52,
1721886876.532,52,
1721886878.041,52,
1721886878.551,52,
1721886879.533,52,
1721886880.53,52,
1721886881.535,52,
1721886882.531,52,
1721886883.524,52,
1721886885.017,52,
1721886885.514,52,
1721886886.528,52,
1721886888.062,52,
1721886888.564,52,
1721886891.086,52,
1721886891.576,52,
1721886892.581,52,
1721886893.568,52,
1721886895.051,52,
1721886895.544,52,
1721886897.536,52,
1721886899.05,52,
1721886899.545,52,
1721886900.567,52,
1721886903.515,52,
1721886905.524,52,
1721886907.484,52,
1721886908.467,52,
1721886909.48,52,
1721886910.97,52,
1721886911.968,52,
1721886912.467,52,
1721886913.977,52,
1721886914.48,52,
1721886915.465,52,
1721886917.45,52,
1721886916.453,52,
1721886918.436,52,
1721886919.936,52,
1721886920.452,52,
1721886921.462,52,
1721886922.465,52,
1721886923.452,52,
1721886924.449,52,
1721886925.434,52,
1721886926.942,52,
1721886927.44,52,
1721886928.937,52,
1721886929.427,52,
1721886932.887,52,
1721886933.394,52,
1721886934.395,52,
1721886935.396,52,
1721886936.411,52,
1721886937.414,52,
1721886938.398,52,
1721886939.393,52,
1721886940.403,52,
1721886941.417,52,
1721886942.395,52,
1721886943.394,52,
1721886944.901,52,
1721886945.417,52,
1721886946.418,52,
1721886947.9,52,
1721886948.898,52,
1721886949.897,52,
1721886950.393,52,
1721886951.908,52,
1721886952.914,52,
1721886953.409,52,
1721886954.416,52,
1721886955.928,52,
1721886956.429,52,
1721886957.458,52,
1721886958.447,52,
1721886959.407,52,
1721886960.394,52,
1721886961.378,52,
1721886962.397,52,
1721886963.378,52,
1721886964.392,52,
1721886965.392,52,
1721886966.406,52,
1721886967.408,52,
1721886968.41,52,
1721886969.414,52,
1721886970.411,52,
1721886971.91,52,
1721886972.421,52,
1721886974.457,52,
1721886973.432,52,
1721886975.947,52,
1721886977.425,52,
1721886978.932,52,
1721886979.927,52,
1721886980.424,52,
1721886981.445,52,
1721886982.439,52,
1721886983.419,52,
1721886984.416,52,
1721886985.418,52,
1721886986.898,52,
1721886987.398,52,
1721886988.391,52,
1721886989.381,52,
1721886990.387,52,
1721886992.377,52,
1721886993.384,52,
1721886994.382,52,
1721886995.858,52,
1721886997.855,52,
1721886998.345,52,
1721886999.335,52,
1721887001.82,52,
1721887002.323,52,
1721887003.807,52,
1721887004.827,52,
1721887005.326,52,
1721887006.336,52,
1721887007.343,52,
1721887008.369,52,
1721887009.358,52,
1721887010.342,52,
1721887011.816,52,
1721887012.81,52,
1721887013.826,52,
1721887014.313,52,
1721887015.288,52,
1721887016.275,52,
1721887017.275,52,
1721887018.767,52,
1721887019.261,52,
1721887020.755,52,
1721887021.734,52,
1721887022.235,52,
1721887023.244,52,
1721887024.235,52,
1721887025.224,52,
1721887026.22,52,
1721887027.191,52,
1721887028.205,52,
1721887030.196,52,
1721887032.213,52,
1721887034.71,52,
1721887035.699,52,
1721887036.196,52,
1721887037.191,52,
1721887038.183,52,
1721887039.167,52,
1721887040.181,52,
1721887041.148,52,
1721887042.633,52,
1721887043.129,52,
1721887044.102,52,
1721887045.101,52,
1721887046.607,52,
1721887047.095,52,
1721887048.586,52,
1721887049.075,52,
1721887050.061,52,
1721887051.056,52,
1721887052.069,52,
1721887055.004,52,
1721887056.013,52,
1721887057.005,52,
1721887058.007,52,
1721887059.034,52,
1721887060.032,52,
1721887062.536,52,
1721887063.048,52,
1721887064.546,52,
1721887065.049,52,
1721887066.555,52,
1721887067.067,52,
1721887068.064,52,
1721887069.067,52,
1721887070.067,52,
1721887071.069,52,
1721887072.068,52,
1721887073.058,52,
1721887074.539,52,
1721887075.02,52,
1721887076.534,52,
1721887078.04,52,
1721887080.498,52,
1721887081.503,52,
1721887082.473,52,
1721887082.982,52,
1721887084.474,52,
1721887084.968,52,
1721887085.986,52,
1721887086.988,52,
1721887087.98,52,
1721887088.956,52,
1721887089.951,52,
1721887091.454,52,
1721887091.935,52,
1721887092.91,52,
1721887093.914,52,
1721887094.911,52,
1721887095.929,52,
1721887097.452,52,
1721887098.465,52,
1721887098.974,52,
1721887099.947,52,
1721887101.941,52,
1721887103.46,52,
1721887104.965,52,
1721887105.967,52,
1721887106.964,52,
1721887107.965,52,
1721887109.95,52,
1721887110.954,52,
1721887111.944,52,
1721887113.42,52,
1721887113.911,52,
1721887114.899,52,
1721887115.909,52,
1721887116.9,52,
1721887118.391,52,
1721887119.385,52,
1721887119.897,52,
1721887121.37,52,
1721887121.872,52,
1721887123.386,52,
1721887123.896,52,
1721887125.389,52,
1721887126.393,52,
1721887126.896,52,
1721887128.406,52,
1721887129.415,52,
1721887129.936,52,
1721887130.95,52,
1721887131.941,52,
1721887132.953,52,
1721887133.948,52,
1721887134.933,52,
1721887135.948,52,
1721887136.952,52,
1721887137.951,52,
1721887138.933,52,
1721887140.434,52,
1721887140.943,52,
1721887141.945,52,
1721887143.435,52,
1721887144.437,52,
1721887144.943,52,
1721887145.924,52,
1721887146.905,52,
1721887147.912,52,
1721887148.913,52,
1721887149.912,52,
1721887150.918,52,
1721887152.898,52,
1721887154.885,52,
1721887155.902,52,
1721887156.887,52,
1721887158.41,52,
1721887158.917,52,
1721887160.374,52,
1721887160.864,52,
1721887161.872,52,
1721887162.838,52,
1721887163.825,52,
1721887165.334,52,
1721887166.347,52,
1721887166.856,52,
1721887168.807,52,
1721887169.797,52,
1721887171.311,52,
1721887171.812,52,
1721887172.817,52,
1721887173.815,52,
1721887174.819,52,
1721887177.313,52,
1721887178.303,52,
1721887178.794,52,
1721887179.805,52,
1721887181.297,52,
1721887182.278,52,
1721887183.258,52,
1721887184.233,52,
1721887185.235,52,
1721887186.222,52,
1721887186.728,52,
1721887187.704,52,
1721887188.721,52,
1721887189.701,52,
1721887190.709,52,
1721887191.707,52,
1721887192.713,52,
1721887194.186,52,
1721887194.665,52,
1721887196.668,52,
1721887197.666,52,
1721887198.658,52,
1721887199.659,52,
1721887200.624,52,
1721887202.103,52,
1721887202.587,52,
1721887204.1,52,
1721887205.09,52,
1721887205.593,52,
1721887207.582,52,
1721887208.565,52,
1721887209.559,52,
1721887210.552,52,
1721887211.559,52,
1721887212.581,52,
1721887214.052,52,
1721887215.055,52,
1721887215.556,52,
1721887216.572,52,
1721887217.559,52,
1721887218.549,52,
1721887219.558,52,
1721887220.545,52,
1721887221.539,52,
1721887222.52,52,
1721887223.496,52,
1721887224.994,52,
1721887225.981,52,
1721887226.486,52,
1721887227.491,52,
1721887228.987,52,
1721887229.483,52,
1721887230.458,52,
1721887231.449,52,
1721887232.947,52,
1721887233.43,52,
1721887234.45,52,
1721887235.446,51,
1721887236.434,51,
1721887237.938,51,
1721887238.454,51,
1721887242.736,53,
1721887243.707,53,
1721887244.714,53,
1721887245.707,53,
1721887246.689,53,
1721887248.178,53,
1721887249.195,53,
1721887249.687,53,
1721887250.675,53,
1721887252.159,53,
1721887252.662,53,
1721887254.642,52,
1721887255.647,52,
1721887256.652,52,
1721887257.654,52,
1721887259.15,52,
1721887259.653,52,
1721887261.154,52,
1721887261.65,52,
1721887263.184,52,
1721887263.686,53,
1721887264.677,53,
1721887265.669,53,
1721887266.657,53,
1721887267.658,53,
1721887268.676,53,
1721887269.675,53,
1721887270.659,53,
1721887271.651,53,
1721887272.623,53,
1721887273.637,53,
1721887275.147,53,
1721887275.634,53,
1721887276.645,53,
1721887277.676,53,
1721887278.673,53,
1721887280.174,53,
1721887280.672,53,
1721887281.706,53,
1721887282.693,53,
1721887283.708,52,
1721887284.704,52,
1721887285.714,52,
1721887287.231,52,
1721887287.729,52,
1721887289.232,52,
1721887289.747,52,
1721887290.759,52,
1721887291.741,52,
1721887292.735,52,
1721887293.731,52,
1721887294.73,52,
1721887296.227,52,
1721887296.742,52,
1721887298.736,52,
1721887300.209,52,
1721887300.688,52,
1721887302.656,52,
1721887305.139,52,
1721887305.635,52,
1721887307.132,52,
1721887308.129,52,
1721887309.13,52,
1721887309.631,52,
1721887310.629,52,
1721887311.647,52,
1721887313.142,52,
1721887315.151,52,
1721887315.638,52,
1721887316.615,52,
1721887317.611,52,
1721887318.626,52,
1721887320.573,52,
1721887321.556,52,
1721887322.541,52,
1721887323.538,52,
1721887325.06,52,
1721887325.559,52,
1721887327.537,52,
1721887328.563,52,
1721887330.074,52,
1721887330.57,52,
1721887332.089,52,
1721887332.607,52,
1721887334.09,52,
1721887334.593,52,
1721887336.093,52,
1721887336.593,52,
1721887337.585,52,
1721887339.539,52,
1721887340.56,52,
1721887341.552,52,
1721887342.542,52,
1721887344.016,52,
1721887344.527,52,
1721887345.529,52,
1721887347.011,52,
1721887347.99,52,
1721887348.48,52,
1721887349.494,52,
1721887350.475,52,
1721887352.463,52,
1721887353.487,52,
1721887354.486,52,
1721887355.482,52,
1721887356.466,52,
1721887357.46,52,
1721887358.449,52,
1721887359.445,52,
1721887360.424,52,
1721887361.901,52,
1721887362.912,52,
1721887363.408,52,
1721887364.41,52,
1721887365.377,52,
1721887366.856,52,
1721887367.348,52,
1721887368.873,52,
1721887369.374,52,
1721887370.854,52,
1721887371.349,52,
1721887372.366,52,
1721887373.374,52,
1721887374.381,52,
1721887377.898,52,
1721887379.399,52,
1721887380.383,52,
1721887381.379,52,
1721887382.385,52,
1721887383.395,52,
1721887384.391,52,
1721887385.373,52,
1721887386.382,52,
1721887387.412,52,
1721887388.409,52,
1721887389.419,52,
1721887390.392,52,
1721887391.383,52,
1721887392.895,52,
1721887393.383,52,
1721887394.371,52,
1721887395.38,52,
1721887396.383,52,
1721887397.369,52,
1721887398.376,52,
1721887399.373,52,
1721887400.371,52,
1721887401.875,52,
1721887402.364,52,
1721887403.85,52,
1721887404.355,52,
1721887405.358,52,
1721887406.368,52,
1721887407.373,52,
1721887408.368,52,
1721887409.345,52,
1721887410.333,52,
1721887411.313,52,
1721887412.296,52,
1721887413.287,52,
1721887414.286,52,
1721887415.288,52,
1721887417.28,52,
1721887418.273,52,
1721887419.258,52,
1721887421.224,52,
1721887422.737,52,
1721887423.215,52,
1721887424.221,52,
1721887425.227,52,
1721887426.708,52,
1721887428.19,52,
1721887429.169,52,
1721887430.675,52,
1721887431.171,52,
1721887432.177,52,
1721887433.199,52,
1721887435.17,52,
1721887436.162,52,
1721887437.155,52,
1721887438.152,52,
1721887439.144,52,
1721887440.143,52,
1721887441.147,52,
1721887442.147,52,
1721887443.143,52,
1721887444.144,52,
1721887445.145,52,
1721887446.614,52,
1721887447.103,52,
1721887448.088,52,
1721887449.094,52,
1721887450.099,52,
1721887451.1,52,
1721887453.599,52,
1721887454.083,52,
1721887455.074,52,
1721887456.557,52,
1721887457.055,52,
1721887458.063,52,
1721887459.06,52,
1721887460.064,52,
1721887461.056,52,
1721887462.038,52,
1721887463.02,52,
1721887464.01,52,
1721887465.023,52,
1721887466.013,52,
1721887467.022,52,
1721887468.025,52,
1721887472.014,52,
1721887473.011,52,
1721887474.007,52,
1721887474.999,52,
1721887475.993,52,
1721887477.982,52,
1721887479.46,52,
1721887479.955,52,
1721887480.967,52,
1721887481.957,52,
1721887482.961,52,
1721887483.959,52,
1721887484.943,52,
1721887485.94,52,
1721887486.932,52,
1721887488.43,52,
1721887489.433,52,
1721887489.934,52,
1721887492.39,52,
1721887492.888,52,
1721887494.39,52,
1721887495.877,52,
1721887496.864,52,
1721887498.377,52,
1721887499.387,52,
1721887500.87,52,
1721887502.4,52,
1721887502.882,52,
1721887504.38,52,
1721887504.871,52,
1721887506.388,52,
1721887506.889,52,
1721887508.367,52,
1721887508.872,52,
1721887509.87,52,
1721887510.865,52,
1721887512.348,52,
1721887512.853,52,
1721887513.831,52,
1721887515.331,52,
1721887515.806,52,
1721887516.79,52,
1721887517.785,52,
1721887518.782,52,
1721887519.784,52,
1721887520.783,52,
1721887521.781,52,
1721887523.274,52,
1721887524.262,52,
1721887524.768,52,
1721887526.263,52,
1721887527.276,52,
1721887527.786,52,
1721887528.78,52,
1721887529.782,52,
1721887531.274,52,
