time,quality_max
1721886046.085,80,
1721886047.56,80,
1721886048.53,80,
1721886049.042,80,
1721886054.013,69,
1721886055.02,69,
1721886056.005,65,
1721886057.008,65,
1721886058.01,62,
1721886058.968,66,
1721886059.985,66,
1721886062.483,82,
1721886062.968,83,
1721886063.968,83,
1721886064.972,83,
1721886066.455,83,
1721886066.972,83,
1721886068.465,83,
1721886069.449,80,
1721886069.954,80,
1721886071.938,60,
1721886073.947,48,
1721886075.443,48,
1721886076.962,36,
1721886077.931,45,
1721886079.425,45,
1721886080.426,45,
1721886080.92,45,
1721886081.92,45,
1721886083.427,45,
1721886083.94,45,
1721886085.445,44,
1721886085.95,34,
1721886086.939,41,
1721886087.951,43,
1721886089.942,47,
1721886090.943,47,
1721886092.44,59,
1721886093.467,64,
1721886093.961,64,
1721886094.971,72,
1721886095.971,72,
1721886096.954,72,
1721886097.978,72,
1721886098.977,72,
1721886099.985,72,
1721886102.457,63,
1721886103.944,68,
1721886104.952,68,
1721886105.94,68,
1721886106.933,68,
1721886107.933,68,
1721886109.439,64,
1721886109.943,63,
1721886110.955,61,
1721886112.955,44,
1721886113.944,47,
1721886114.957,47,
1721886116.439,57,
1721886116.947,57,
1721886117.927,57,
1721886118.929,57,
1721886119.932,57,
1721886122.428,70,
1721886122.922,70,
1721886123.929,70,
1721886124.951,70,
1721886125.965,70,
1721886126.961,70,
1721886127.971,76,
1721886129.99,76,
1721886131.002,76,
1721886132.51,76,
1721886133.006,76,
1721886133.984,71,
1721886135.482,71,
1721886135.99,63,
1721886136.95,66,
1721886137.938,66,
1721886138.961,66,
1721886139.962,66,
1721886140.978,66,
1721886141.988,66,
1721886143.485,57,
1721886144.487,57,
1721886145.488,56,
1721886145.995,53,
1721886146.023,60,
1721886148.01,65,
1721886149.009,71,
1721886149.997,71,
1721886150.996,71,
1721886152.971,71,
1721886153.961,71,
1721886154.969,67,
1721886156.457,67,
1721886156.963,67,
1721886157.96,76,
1721886159.47,76,
1721886159.971,76,
1721886160.972,76,
1721886161.964,76,
1721886162.958,76,
1721886163.96,81,
1721886164.943,81,
1721886166.948,81,
1721886167.927,81,
1721886168.913,81,
1721886169.893,65,
1721886171.417,59,
1721886171.919,59,
1721886172.928,44,
1721886174.434,42,
1721886174.948,46,
1721886175.951,63,
1721886176.933,63,
1721886178.428,63,
1721886179.913,63,
1721886181.411,69,
1721886182.423,69,
1721886182.907,69,
1721886183.893,69,
1721886184.883,81,
1721886186.362,81,
1721886186.853,81,
1721886187.858,81,
1721886188.865,81,
1721886189.831,81,
1721886190.816,69,
1721886191.823,69,
1721886193.305,69,
1721886194.305,69,
1721886194.824,69,
1721886195.814,69,
1721886196.829,64,
1721886197.824,63,
1721886198.837,63,
1721886200.35,63,
1721886200.841,59,
1721886201.857,59,
1721886202.86,59,
1721886204.361,59,
1721886204.87,51,
1721886205.86,49,
1721886206.865,49,
1721886207.854,48,
1721886208.857,44,
1721886209.873,55,
1721886211.365,55,
1721886211.858,55,
1721886212.85,55,
1721886213.859,55,
1721886216.332,45,
1721886217.342,45,
1721886217.842,45,
1721886218.862,63,
1721886219.857,65,
1721886220.854,69,
1721886222.337,69,
1721886222.84,69,
1721886223.831,69,
1721886224.805,69,
1721886226.295,69,
1721886227.309,75,
1721886227.809,75,
1721886229.291,75,
1721886229.823,75,
1721886230.788,75,
1721886233.817,71,
1721886234.816,71,
1721886235.811,71,
1721886236.79,71,
1721886237.802,71,
1721886238.802,73,
1721886239.789,73,
1721886241.296,73,
1721886241.791,73,
1721886242.777,73,
1721886243.751,73,
1721886244.764,41,
1721886245.788,39,
1721886246.791,43,
1721886249.293,70,
1721886249.78,72,
1721886251.79,74,
1721886252.765,74,
1721886254.277,74,
1721886254.777,74,
1721886255.767,74,
1721886256.763,69,
1721886257.746,66,
1721886258.744,66,
1721886259.729,73,
1721886260.736,73,
1721886261.743,73,
1721886262.734,73,
1721886263.736,73,
1721886264.745,73,
1721886265.744,68,
1721886266.744,75,
1721886267.749,75,
1721886268.764,76,
1721886270.781,76,
1721886271.813,76,
1721886272.813,76,
1721886273.829,76,
1721886274.827,73,
1721886276.302,73,
1721886278.287,70,
1721886279.768,63,
1721886280.78,68,
1721886281.774,68,
1721886282.763,68,
1721886283.763,68,
1721886286.287,68,
1721886287.3,56,
1721886287.79,59,
1721886288.772,59,
1721886289.791,75,
1721886291.296,75,
1721886291.783,75,
1721886293.259,75,
1721886293.759,75,
1721886294.765,75,
1721886295.783,73,
1721886296.782,69,
1721886297.791,68,
1721886298.796,68,
1721886300.313,68,
1721886300.808,68,
1721886303.809,67,
1721886304.813,67,
1721886305.806,67,
1721886306.801,67,
1721886307.785,67,
1721886309.297,67,
1721886310.293,65,
1721886310.804,77,
1721886311.785,77,
1721886313.777,77,
1721886314.751,77,
1721886315.726,77,
1721886316.729,67,
1721886318.213,67,
1721886319.725,67,
1721886320.708,67,
1721886321.719,67,
1721886322.721,71,
1721886323.725,71,
1721886325.21,71,
1721886325.712,71,
1721886328.178,71,
1721886329.71,64,
1721886330.709,64,
1721886331.71,79,
1721886333.224,79,
1721886334.7,79,
1721886335.693,79,
1721886337.177,79,
1721886337.674,71,
1721886339.156,71,
1721886339.652,71,
1721886340.653,71,
1721886341.639,71,
1721886342.617,71,
1721886343.604,70,
1721886344.613,70,
1721886345.615,70,
1721886346.615,70,
1721886347.607,70,
1721886348.599,70,
1721886349.605,60,
1721886351.105,60,
1721886351.59,60,
1721886353.095,84,
1721886353.598,84,
1721886354.598,84,
1721886355.58,84,
1721886356.581,84,
1721886358.081,84,
1721886358.574,75,
1721886359.584,75,
1721886360.566,75,
1721886361.577,75,
1721886363.071,75,
1721886363.577,75,
1721886364.587,73,
1721886365.591,68,
1721886367.588,68,
1721886368.585,60,
1721886369.59,56,
1721886370.589,50,
1721886371.583,50,
1721886372.571,61,
1721886373.563,69,
1721886375.056,69,
1721886378.537,69,
1721886379.538,65,
1721886380.545,65,
1721886382.051,65,
1721886382.54,65,
1721886383.542,65,
1721886384.542,65,
1721886385.568,69,
1721886386.573,71,
1721886387.565,71,
1721886388.552,71,
1721886389.552,71,
1721886390.534,71,
1721886391.513,71,
1721886393.029,71,
1721886393.529,71,
1721886395.027,86,
1721886395.519,86,
1721886396.53,86,
1721886397.521,86,
1721886398.529,86,
1721886399.526,86,
1721886400.543,78,
1721886401.547,78,
1721886403.522,78,
1721886405.036,78,
1721886407.021,81,
1721886407.531,81,
1721886408.522,81,
1721886410.546,81,
1721886411.539,81,
1721886412.55,72,
1721886413.55,72,
1721886415.049,69,
1721886415.555,79,
1721886417.051,79,
1721886418.052,79,
1721886419.068,79,
1721886419.568,79,
1721886420.546,79,
1721886422.028,72,
1721886422.528,72,
1721886423.509,38,
1721886424.502,38,
1721886425.503,35,
1721886426.488,35,
1721886427.51,59,
1721886429.019,71,
1721886430.037,71,
1721886430.544,71,
1721886431.554,71,
1721886433.568,74,
1721886435.045,74,
1721886436.547,75,
1721886437.55,75,
1721886438.535,75,
1721886440.025,75,
1721886440.537,75,
1721886441.532,66,
1721886442.544,52,
1721886443.55,52,
1721886444.545,52,
1721886445.545,61,
1721886446.537,61,
1721886448.036,63,
1721886448.532,65,
1721886449.535,65,
1721886450.544,65,
1721886452.02,65,
1721886453.526,65,
1721886454.528,54,
1721886455.561,54,
1721886456.579,54,
1721886457.563,67,
1721886459.057,67,
1721886459.546,67,
1721886460.544,67,
1721886462.046,67,
1721886462.549,67,
1721886464.026,46,
1721886464.523,51,
1721886465.501,55,
1721886466.51,68,
1721886468.021,68,
1721886469.009,68,
1721886469.496,68,
1721886470.532,68,
1721886471.525,68,
1721886472.542,66,
1721886473.529,66,
1721886475.046,66,
1721886475.551,66,
1721886476.553,66,
1721886478.056,66,
1721886479.55,84,
1721886480.559,84,
1721886481.55,84,
1721886482.541,84,
1721886485.043,67,
1721886485.54,63,
1721886487.047,65,
1721886487.544,65,
1721886488.543,65,
1721886489.543,65,
1721886490.567,65,
1721886491.573,65,
1721886492.542,65,
1721886493.55,65,
1721886494.532,65,
1721886495.543,65,
1721886496.542,64,
1721886497.528,64,
1721886498.527,64,
1721886499.527,44,
1721886501.007,64,
1721886503.023,71,
1721886503.514,72,
1721886504.524,74,
1721886505.535,76,
1721886506.521,76,
1721886507.512,76,
1721886509.015,76,
1721886509.526,76,
1721886511.013,76,
1721886511.508,82,
1721886513.541,82,
1721886514.529,82,
1721886516.052,82,
1721886517.054,82,
1721886517.544,73,
1721886519.021,77,
1721886519.531,79,
1721886520.519,81,
1721886521.522,81,
1721886522.539,81,
1721886523.548,81,
1721886524.533,81,
1721886525.547,81,
1721886526.541,72,
1721886528.036,72,
1721886528.531,72,
1721886529.539,72,
1721886530.537,72,
1721886531.537,72,
1721886533.029,70,
1721886533.537,70,
1721886534.542,70,
1721886536.057,70,
1721886536.565,70,
1721886537.561,66,
1721886538.591,66,
1721886540.092,68,
1721886540.586,74,
1721886541.604,76,
1721886542.602,76,
1721886543.597,76,
1721886544.593,76,
1721886545.604,76,
1721886546.581,76,
1721886547.564,68,
1721886548.554,68,
1721886550.07,68,
1721886550.567,68,
1721886552.074,68,
1721886552.572,68,
1721886555.086,47,
1721886556.06,49,
1721886556.555,61,
1721886557.552,61,
1721886558.53,61,
1721886559.505,61,
1721886561.499,61,
1721886562.507,59,
1721886563.521,79,
1721886565.963,79,
1721886567.944,79,
1721886569.462,76,
1721886570.975,75,
1721886571.471,75,
1721886572.455,73,
1721886573.973,71,
1721886574.469,74,
1721886575.449,74,
1721886577.454,74,
1721886579.459,74,
1721886580.453,61,
1721886581.454,67,
1721886582.446,67,
1721886583.93,77,
1721886584.435,80,
1721886585.427,80,
1721886587.412,80,
1721886588.426,80,
1721886589.404,80,
1721886590.381,74,
1721886591.38,74,
1721886592.39,74,
1721886594.37,74,
1721886595.856,75,
1721886596.365,75,
1721886597.352,75,
1721886598.345,75,
1721886599.341,75,
1721886600.364,75,
1721886601.834,60,
1721886602.846,60,
1721886603.338,59,
1721886604.802,76,
1721886604.287,76,
1721886606.286,76,
1721886607.307,76,
1721886607.81,76,
1721886609.302,76,
1721886610.304,75,
1721886610.304,75,
1721886612.322,75,
1721886613.297,75,
1721886613.261,75,
1721886615.254,75,
1721886616.254,78,
1721886616.727,78,
1721886617.225,78,
1721886619.232,78,
1721886619.728,78,
1721886620.217,78,
1721886622.725,72,
1721886622.205,72,
1721886623.181,72,
1721886625.182,63,
1721886625.171,63,
1721886626.154,73,
1721886628.647,73,
1721886628.652,73,
1721886629.164,73,
1721886631.664,73,
1721886632.149,70,
1721886634.147,70,
1721886634.663,70,
1721886635.187,70,
1721886637.18,70,
1721886638.173,70,
1721886640.147,61,
1721886640.655,61,
1721886641.667,59,
1721886643.667,40,
1721886643.167,40,
1721886644.182,44,
1721886646.18,79,
1721886646.653,79,
1721886647.148,79,
1721886649.172,79,
1721886649.203,79,
1721886650.181,79,
1721886652.152,56,
1721886652.651,56,
1721886655.636,77,
1721886655.137,77,
1721886656.11,78,
1721886657.111,78,
1721886658.089,78,
1721886659.1,78,
1721886660.109,78,
1721886661.106,78,
1721886662.577,75,
1721886664.054,74,
1721886665.056,74,
1721886666.059,71,
1721886667.575,70,
1721886668.567,70,
1721886669.068,70,
1721886670.063,70,
1721886671.552,76,
1721886672.058,76,
1721886674.051,76,
1721886677.005,76,
1721886678.989,62,
1721886679.983,56,
1721886680.967,62,
1721886681.953,62,
1721886682.975,62,
1721886683.985,62,
1721886685.005,62,
1721886685.992,68,
1721886687.975,68,
1721886689.965,79,
1721886688.966,79,
1721886691.451,79,
1721886691.939,79,
1721886692.938,79,
1721886693.934,79,
1721886694.942,71,
1721886696.423,71,
1721886696.913,71,
1721886698.413,71,
1721886698.924,71,
1721886699.915,71,
1721886701.404,75,
1721886703.4,75,
1721886703.891,75,
1721886705.912,75,
1721886706.875,75,
1721886707.885,75,
1721886708.89,75,
1721886710.377,75,
1721886711.898,75,
1721886713.381,71,
1721886713.869,71,
1721886715.379,72,
1721886715.89,82,
1721886716.907,82,
1721886717.908,82,
1721886719.429,82,
1721886719.91,82,
1721886720.915,82,
1721886722.418,75,
1721886723.426,75,
1721886724.424,75,
1721886724.934,75,
1721886725.925,75,
1721886727.934,80,
1721886728.942,80,
1721886730.435,80,
1721886730.922,80,
1721886731.923,80,
1721886732.921,80,
1721886733.935,25,
1721886735.44,50,
1721886735.944,57,
1721886736.934,62,
1721886737.928,62,
1721886738.923,63,
1721886739.913,66,
1721886741.435,68,
1721886741.943,68,
1721886743.474,68,
1721886743.978,68,
1721886744.984,68,
1721886745.974,68,
1721886746.976,55,
1721886748.456,53,
1721886748.947,64,
1721886749.932,64,
1721886751.414,64,
1721886751.903,64,
1721886752.912,64,
1721886754.931,64,
1721886755.926,64,
1721886756.927,64,
1721886758.456,64,
1721886758.938,64,
1721886759.94,64,
1721886760.933,64,
1721886761.921,64,
1721886763.405,64,
1721886763.902,77,
1721886764.893,77,
1721886766.403,77,
1721886766.911,77,
1721886768.932,77,
1721886769.93,85,
1721886770.948,85,
1721886771.935,85,
1721886772.951,85,
1721886774.435,85,
1721886775.416,85,
1721886776.405,67,
1721886776.897,69,
1721886777.899,69,
1721886779.399,78,
1721886780.408,78,
1721886781.893,78,
1721886782.885,78,
1721886783.871,78,
1721886785.373,66,
1721886785.859,66,
1721886786.848,66,
1721886787.824,78,
1721886789.33,78,
1721886789.821,78,
1721886791.307,79,
1721886792.3,79,
1721886792.803,79,
1721886793.818,79,
1721886794.819,79,
1721886795.827,79,
1721886796.822,67,
1721886797.821,67,
1721886798.825,67,
1721886799.823,75,
1721886800.837,75,
1721886802.807,75,
1721886804.297,75,
1721886804.794,75,
1721886805.785,74,
1721886807.789,74,
1721886809.3,74,
1721886809.803,74,
1721886810.811,74,
1721886813.811,80,
1721886814.803,80,
1721886815.805,80,
1721886816.81,80,
1721886817.809,68,
1721886819.282,68,
1721886819.789,68,
1721886820.799,68,
1721886821.81,68,
1721886822.793,70,
1721886823.783,70,
1721886824.777,70,
1721886825.747,70,
1721886826.755,70,
1721886828.757,70,
1721886829.76,70,
1721886830.733,70,
1721886831.71,70,
1721886832.707,63,
1721886833.698,63,
1721886834.711,63,
1721886835.692,68,
1721886837.18,68,
1721886837.675,68,
1721886838.659,68,
1721886839.682,72,
1721886840.671,72,
1721886841.659,76,
1721886842.668,76,
1721886843.684,76,
1721886845.205,76,
1721886845.695,76,
1721886846.706,76,
1721886847.705,75,
1721886850.196,71,
1721886850.694,71,
1721886851.703,71,
1721886852.68,63,
1721886853.68,48,
1721886855.172,41,
1721886855.672,41,
1721886856.679,41,
1721886857.661,41,
1721886858.651,43,
1721886860.652,55,
1721886859.649,51,
1721886861.651,56,
1721886862.648,60,
1721886863.637,60,
1721886865.127,60,
1721886865.612,60,
1721886867.585,60,
1721886868.573,58,
1721886870.062,58,
1721886870.575,58,
1721886871.568,60,
1721886873.058,60,
1721886874.054,60,
1721886874.544,60,
1721886875.541,60,
1721886876.532,60,
1721886878.041,63,
1721886878.551,64,
1721886879.533,64,
1721886880.53,64,
1721886881.535,64,
1721886882.531,65,
1721886883.524,71,
1721886885.017,71,
1721886885.514,71,
1721886886.528,71,
1721886888.062,71,
1721886888.564,71,
1721886891.086,64,
1721886891.576,64,
1721886892.581,64,
1721886893.568,64,
1721886895.051,62,
1721886895.544,60,
1721886897.536,62,
1721886899.05,62,
1721886899.545,62,
1721886900.567,62,
1721886903.515,62,
1721886905.524,58,
1721886907.484,75,
1721886908.467,75,
1721886909.48,77,
1721886910.97,81,
1721886911.968,81,
1721886912.467,81,
1721886913.977,81,
1721886914.48,81,
1721886915.465,81,
1721886917.45,79,
1721886916.453,79,
1721886918.436,79,
1721886919.936,79,
1721886920.452,79,
1721886921.462,79,
1721886922.465,47,
1721886923.452,47,
1721886924.449,47,
1721886925.434,60,
1721886926.942,60,
1721886927.44,60,
1721886928.937,60,
1721886929.427,64,
1721886932.887,64,
1721886933.394,64,
1721886934.395,64,
1721886935.396,65,
1721886936.411,65,
1721886937.414,78,
1721886938.398,78,
1721886939.393,78,
1721886940.403,78,
1721886941.417,78,
1721886942.395,78,
1721886943.394,66,
1721886944.901,67,
1721886945.417,67,
1721886946.418,78,
1721886947.9,78,
1721886948.898,78,
1721886949.897,78,
1721886950.393,78,
1721886951.908,78,
1721886952.914,77,
1721886953.409,75,
1721886954.416,75,
1721886955.928,61,
1721886956.429,56,
1721886957.458,46,
1721886958.447,63,
1721886959.407,63,
1721886960.394,63,
1721886961.378,63,
1721886962.397,63,
1721886963.378,63,
1721886964.392,63,
1721886965.392,67,
1721886966.406,67,
1721886967.408,67,
1721886968.41,67,
1721886969.414,67,
1721886970.411,67,
1721886971.91,65,
1721886972.421,64,
1721886974.457,63,
1721886973.432,63,
1721886975.947,63,
1721886977.425,70,
1721886978.932,71,
1721886979.927,71,
1721886980.424,71,
1721886981.445,72,
1721886982.439,72,
1721886983.419,72,
1721886984.416,72,
1721886985.418,72,
1721886986.898,72,
1721886987.398,70,
1721886988.391,78,
1721886989.381,78,
1721886990.387,78,
1721886992.377,78,
1721886993.384,78,
1721886994.382,79,
1721886995.858,79,
1721886997.855,79,
1721886998.345,79,
1721886999.335,79,
1721887000.82,66,
1721887002.323,64,
1721887003.807,73,
1721887003.827,73,
1721887005.326,73,
1721887006.336,73,
1721887007.343,73,
1721887008.369,73,
1721887009.358,79,
1721887010.342,79,
1721887011.816,79,
1721887012.81,79,
1721887012.826,79,
1721887014.313,79,
1721887015.288,75,
1721887015.275,75,
1721887017.275,68,
1721887018.767,69,
1721887018.261,69,
1721887020.755,70,
1721887021.734,74,
1721887021.235,74,
1721887023.244,74,
1721887024.235,74,
1721887024.224,74,
1721887025.22,74,
1721887027.191,69,
1721887027.205,69,
1721887030.196,72,
1721887031.213,72,
1721887033.71,72,
1721887034.699,72,
1721887036.196,75,
1721887036.191,75,
1721887037.183,75,
1721887039.167,75,
1721887039.181,75,
1721887040.148,75,
1721887042.633,66,
1721887042.129,66,
1721887043.102,48,
1721887044.101,37,
1721887045.607,38,
1721887046.095,39,
1721887047.586,39,
1721887048.075,56,
1721887049.061,65,
1721887050.056,65,
1721887051.069,65,
1721887055.004,65,
1721887055.013,60,
1721887057.005,59,
1721887058.007,64,
1721887058.034,64,
1721887059.032,64,
1721887061.536,64,
1721887062.048,64,
1721887063.546,65,
1721887064.049,65,
1721887065.555,65,
1721887066.067,65,
1721887067.064,65,
1721887068.067,65,
1721887069.067,73,
1721887070.069,73,
1721887071.068,73,
1721887072.058,73,
1721887073.539,73,
1721887074.02,73,
1721887075.534,73,
1721887077.04,74,
1721887080.498,81,
1721887081.503,81,
1721887082.473,81,
1721887082.982,81,
1721887084.474,81,
1721887084.968,83,
1721887085.986,83,
1721887086.988,83,
1721887087.98,83,
1721887088.956,83,
1721887089.951,83,
1721887091.454,68,
1721887091.935,68,
1721887092.91,68,
1721887093.914,68,
1721887094.911,68,
1721887095.929,68,
1721887097.452,66,
1721887098.465,66,
1721887098.974,55,
1721887099.947,73,
1721887101.941,73,
1721887103.46,73,
1721887104.965,73,
1721887105.967,82,
1721887106.964,82,
1721887107.965,82,
1721887109.95,82,
1721887110.954,82,
1721887111.944,76,
1721887113.42,76,
1721887113.911,76,
1721887114.899,76,
1721887115.909,76,
1721887116.9,76,
1721887118.391,75,
1721887119.385,75,
1721887119.897,75,
1721887121.37,75,
1721887121.872,75,
1721887123.386,75,
1721887123.896,72,
1721887125.389,68,
1721887126.393,58,
1721887126.896,48,
1721887128.406,49,
1721887129.415,55,
1721887129.936,55,
1721887130.95,55,
1721887131.941,55,
1721887132.953,64,
1721887133.948,64,
1721887134.933,64,
1721887135.948,64,
1721887136.952,64,
1721887137.951,65,
1721887138.933,65,
1721887140.434,65,
1721887140.943,65,
1721887141.945,68,
1721887143.435,68,
1721887144.437,68,
1721887144.943,68,
1721887145.924,68,
1721887146.905,68,
1721887147.912,64,
1721887148.913,64,
1721887149.912,64,
1721887150.918,64,
1721887152.898,64,
1721887154.885,71,
1721887155.902,71,
1721887156.887,71,
1721887158.41,71,
1721887158.917,71,
1721887160.374,73,
1721887160.864,73,
1721887161.872,73,
1721887162.838,73,
1721887163.825,73,
1721887165.334,73,
1721887166.347,73,
1721887166.856,58,
1721887168.807,78,
1721887169.797,78,
1721887171.311,78,
1721887171.812,78,
1721887172.817,78,
1721887173.815,78,
1721887174.819,75,
1721887177.313,75,
1721887178.303,75,
1721887178.794,75,
1721887179.805,75,
1721887181.297,75,
1721887182.278,70,
1721887183.258,74,
1721887184.233,74,
1721887185.235,74,
1721887186.222,74,
1721887186.728,74,
1721887187.704,74,
1721887188.721,72,
1721887189.701,64,
1721887190.709,68,
1721887191.707,72,
1721887192.713,72,
1721887194.186,78,
1721887194.665,78,
1721887196.668,83,
1721887197.666,83,
1721887198.658,83,
1721887199.659,83,
1721887200.624,83,
1721887202.103,70,
1721887202.587,73,
1721887204.1,73,
1721887205.09,73,
1721887205.593,76,
1721887207.582,80,
1721887208.565,80,
1721887209.559,80,
1721887210.552,80,
1721887211.559,80,
1721887212.581,77,
1721887214.052,77,
1721887215.055,77,
1721887215.556,68,
1721887216.572,76,
1721887217.559,76,
1721887218.549,76,
1721887219.558,76,
1721887220.545,76,
1721887221.539,76,
1721887222.52,69,
1721887223.496,67,
1721887224.994,66,
1721887225.981,65,
1721887226.486,65,
1721887227.491,66,
1721887228.987,66,
1721887229.483,66,
1721887230.458,66,
1721887231.449,71,
1721887232.947,71,
1721887233.43,71,
1721887234.45,71,
1721887235.446,71,
1721887236.434,71,
1721887237.938,73,
1721887238.454,73,
1721887254.642,67,
1721887255.647,79,
1721887256.652,79,
1721887257.654,79,
1721887259.15,79,
1721887259.653,81,
1721887261.154,82,
1721887261.65,82,
1721887263.184,82,
1721887263.686,82,
1721887264.677,82,
1721887265.669,82,
1721887266.657,86,
1721887267.658,86,
1721887268.676,86,
1721887269.675,86,
1721887270.659,86,
1721887271.651,86,
1721887272.623,80,
1721887273.637,80,
1721887275.147,80,
1721887275.634,80,
1721887276.645,81,
1721887277.676,81,
1721887278.673,85,
1721887280.174,85,
1721887280.672,85,
1721887281.706,85,
1721887282.693,85,
1721887283.708,85,
1721887284.704,85,
1721887285.714,85,
1721887287.231,84,
1721887286.729,81,
1721887289.232,81,
1721887288.747,81,
1721887289.759,81,
1721887290.741,81,
1721887291.735,81,
1721887292.731,81,
1721887293.73,79,
1721887295.227,78,
1721887295.742,78,
1721887297.736,73,
1721887300.209,72,
1721887300.688,72,
1721887302.656,77,
1721887305.139,78,
1721887305.635,82,
1721887307.132,82,
1721887308.129,82,
1721887309.13,82,
1721887309.631,82,
1721887310.629,82,
1721887311.647,79,
1721887313.142,79,
1721887315.151,84,
1721887315.638,84,
1721887316.615,84,
1721887317.611,84,
1721887318.626,84,
1721887320.573,84,
1721887321.556,84,
1721887322.541,83,
1721887323.538,83,
1721887325.06,84,
1721887325.559,84,
1721887327.537,84,
1721887328.563,84,
1721887330.074,85,
1721887330.57,85,
1721887332.089,85,
1721887332.607,85,
1721887334.09,85,
1721887334.593,85,
1721887336.093,83,
1721887336.593,83,
1721887337.585,83,
1721887339.539,83,
1721887340.56,84,
1721887341.552,84,
1721887342.542,84,
1721887344.016,84,
1721887344.527,84,
1721887345.529,84,
1721887347.011,80,
1721887347.99,80,
1721887348.48,80,
1721887349.494,80,
1721887350.475,82,
1721887352.463,82,
1721887353.487,82,
1721887354.486,82,
1721887355.482,82,
1721887356.466,82,
1721887357.46,81,
1721887358.449,81,
1721887359.445,82,
1721887360.424,82,
1721887361.901,82,
1721887362.912,84,
1721887363.408,84,
1721887364.41,85,
1721887365.377,85,
1721887366.856,85,
1721887367.348,85,
1721887368.873,85,
1721887369.374,85,
1721887370.854,84,
1721887371.349,80,
1721887372.366,69,
1721887373.374,69,
1721887374.381,66,
1721887377.898,55,
1721887379.399,79,
1721887380.383,79,
1721887381.379,79,
1721887382.385,79,
1721887383.395,79,
1721887384.391,82,
1721887385.373,82,
1721887386.382,82,
1721887387.412,85,
1721887388.409,85,
1721887389.419,85,
1721887390.392,85,
1721887391.383,85,
1721887392.895,85,
1721887393.383,83,
1721887394.371,82,
1721887395.38,82,
1721887396.383,82,
1721887397.369,82,
1721887398.376,85,
1721887399.373,85,
1721887400.371,85,
1721887401.875,85,
1721887402.364,85,
1721887403.85,85,
1721887404.355,84,
1721887405.358,84,
1721887406.368,84,
1721887407.373,81,
1721887408.368,79,
1721887409.345,77,
1721887410.333,77,
1721887411.313,76,
1721887412.296,76,
1721887413.287,76,
1721887414.286,75,
1721887415.288,66,
1721887417.28,66,
1721887418.273,66,
1721887419.258,77,
1721887421.224,77,
1721887422.737,77,
1721887423.215,77,
1721887424.221,77,
1721887425.227,48,
1721887426.708,44,
1721887428.19,44,
1721887429.169,44,
1721887430.675,44,
1721887431.171,49,
1721887432.177,59,
1721887433.199,65,
1721887435.17,68,
1721887436.162,68,
1721887437.155,68,
1721887438.152,68,
1721887439.144,68,
1721887440.143,62,
1721887441.147,57,
1721887442.147,57,
1721887443.143,57,
1721887444.144,56,
1721887445.145,48,
1721887446.614,41,
1721887447.103,41,
1721887448.088,46,
1721887449.094,56,
1721887450.099,56,
1721887451.1,79,
1721887453.599,79,
1721887454.083,79,
1721887455.074,79,
1721887456.557,79,
1721887457.055,67,
1721887458.063,67,
1721887459.06,67,
1721887460.064,67,
1721887461.056,74,
1721887462.038,77,
1721887463.02,77,
1721887464.01,77,
1721887464.023,77,
1721887466.013,77,
1721887467.022,77,
1721887467.025,77,
1721887472.014,80,
1721887473.011,80,
1721887473.007,80,
1721887474.999,80,
1721887475.993,62,
1721887477.982,62,
1721887479.46,73,
1721887478.955,73,
1721887480.967,73,
1721887481.957,73,
1721887481.961,73,
1721887483.959,73,
1721887484.943,69,
1721887484.94,69,
1721887486.932,54,
1721887488.43,59,
1721887488.433,59,
1721887489.934,59,
1721887491.39,84,
1721887491.888,84,
1721887494.39,84,
1721887494.877,84,
1721887496.864,79,
1721887497.377,79,
1721887498.387,81,
1721887499.87,81,
1721887501.4,81,
1721887502.882,81,
1721887503.38,81,
1721887503.871,78,
1721887506.388,78,
1721887505.889,78,
1721887507.367,78,
1721887508.872,74,
1721887508.87,74,
1721887509.865,74,
1721887512.348,78,
1721887511.853,78,
1721887512.831,78,
1721887514.331,78,
1721887514.806,78,
1721887515.79,78,
1721887516.785,78,
1721887517.782,75,
1721887518.784,67,
1721887519.783,67,
1721887520.781,54,
1721887522.274,51,
1721887523.262,51,
1721887523.768,51,
1721887525.263,51,
1721887526.276,51,
1721887526.786,58,
1721887527.78,58,
1721887528.782,58,
1721887530.274,60,
1721887531.257,60,
1721887533.263,77,
1721887534.254,77,
1721887535.754,77,
1721887536.749,77,
1721887538.229,77,
1721887538.744,73,
1721887539.738,73,
1721887540.744,70,
1721887541.736,66,
1721887544.208,66,
1721887545.216,66,
1721887546.19,60,
1721887546.691,50,
1721887547.67,53,
1721887548.677,55,
1721887549.653,55,
1721887551.636,55,
1721887553.133,55,
1721887553.619,55,
1721887554.63,69,
1721887555.62,69,
1721887556.618,69,
1721887557.628,69,
1721887558.584,69,
1721887559.585,69,
1721887562.093,72,
1721887563.093,72,
1721887570.078,86,
1721887570.56,86,
1721887572.071,86,
1721887573.553,61,
1721887574.533,61,
1721887575.528,71,
1721887576.522,71,
1721887577.526,71,
1721887580.533,71,
1721887581.575,72,
1721887582.572,74,
1721887583.547,78,
1721887584.558,84,
1721887585.554,84,
1721887586.548,85,
1721887587.514,85,
1721887588.511,85,
1721887589.517,85,
1721887591.023,85,
1721887592.027,85,
1721887592.534,80,
1721887593.509,71,
1721887594.489,77,
1721887595.498,77,
1721887597.006,81,
1721887598.497,81,
1721887599.509,81,
