time,heart_rate
1721886044.085,84,
1721886045.101,83,
1721886046.085,82,
1721886047.56,82,
1721886048.53,82,
1721886049.042,83,
1721886054.013,87,
1721886055.02,87,
1721886056.005,87,
1721886057.008,86,
1721886058.01,86,
1721886058.968,83,
1721886059.985,82,
1721886062.483,81,
1721886062.968,81,
1721886063.968,81,
1721886064.972,80,
1721886066.455,81,
1721886066.972,81,
1721886068.465,82,
1721886069.449,81,
1721886069.954,81,
1721886071.938,81,
1721886073.947,81,
1721886075.443,81,
1721886076.962,81,
1721886077.931,81,
1721886079.425,81,
1721886080.426,81,
1721886080.92,81,
1721886081.92,81,
1721886083.427,81,
1721886083.94,81,
1721886085.445,81,
1721886085.95,81,
1721886086.939,81,
1721886087.951,81,
1721886089.942,81,
1721886090.943,81,
1721886092.44,86,
1721886093.467,88,
1721886093.961,90,
1721886094.971,91,
1721886095.971,93,
1721886096.954,95,
1721886097.978,96,
1721886098.977,98,
1721886099.985,99,
1721886102.457,98,
1721886103.944,95,
1721886104.952,94,
1721886105.94,92,
1721886106.933,91,
1721886107.933,92,
1721886109.439,91,
1721886109.943,91,
1721886110.955,91,
1721886112.955,94,
1721886113.944,95,
1721886114.957,96,
1721886116.439,96,
1721886116.947,96,
1721886117.927,96,
1721886118.929,95,
1721886119.932,94,
1721886122.428,90,
1721886122.922,88,
1721886123.929,87,
1721886124.951,86,
1721886125.965,86,
1721886126.961,85,
1721886127.971,85,
1721886129.99,85,
1721886131.002,85,
1721886132.51,86,
1721886133.006,85,
1721886133.984,87,
1721886135.482,88,
1721886135.99,89,
1721886136.95,89,
1721886137.938,91,
1721886138.961,91,
1721886139.962,92,
1721886140.978,91,
1721886141.988,91,
1721886143.485,91,
1721886144.487,87,
1721886145.488,86,
1721886145.995,85,
1721886146.023,85,
1721886148.01,84,
1721886149.009,84,
1721886149.997,84,
1721886150.996,85,
1721886152.971,86,
1721886153.961,86,
1721886154.969,85,
1721886156.457,86,
1721886156.963,85,
1721886157.96,85,
1721886159.47,85,
1721886159.971,86,
1721886160.972,85,
1721886161.964,85,
1721886162.958,85,
1721886163.96,81,
1721886164.943,81,
1721886166.948,80,
1721886167.927,81,
1721886168.913,80,
1721886169.893,83,
1721886171.417,81,
1721886171.919,87,
1721886172.928,83,
1721886174.434,82,
1721886174.948,80,
1721886175.951,80,
1721886176.933,79,
1721886178.428,80,
1721886179.913,82,
1721886181.411,83,
1721886182.423,83,
1721886182.907,83,
1721886183.893,82,
1721886184.883,81,
1721886186.362,81,
1721886186.853,81,
1721886187.858,81,
1721886188.865,82,
1721886189.831,82,
1721886190.816,80,
1721886191.823,80,
1721886193.305,80,
1721886194.305,80,
1721886194.824,80,
1721886195.814,81,
1721886196.829,81,
1721886197.824,83,
1721886198.837,84,
1721886200.35,84,
1721886200.841,83,
1721886201.857,84,
1721886202.86,83,
1721886204.361,83,
1721886204.87,83,
1721886205.86,80,
1721886206.865,81,
1721886207.854,80,
1721886208.857,80,
1721886209.873,81,
1721886211.365,82,
1721886211.858,84,
1721886212.85,82,
1721886213.859,88,
1721886216.332,83,
1721886217.342,81,
1721886217.842,80,
1721886218.862,78,
1721886219.857,77,
1721886220.854,76,
1721886222.337,76,
1721886222.84,78,
1721886223.831,80,
1721886224.805,80,
1721886226.295,81,
1721886227.309,80,
1721886227.809,81,
1721886229.291,81,
1721886229.823,81,
1721886230.788,81,
1721886233.817,80,
1721886234.816,80,
1721886235.811,80,
1721886236.79,80,
1721886237.802,80,
1721886238.802,79,
1721886239.789,79,
1721886241.296,79,
1721886241.791,79,
1721886242.777,79,
1721886243.751,79,
1721886244.764,79,
1721886245.788,77,
1721886246.791,77,
1721886249.293,77,
1721886249.78,77,
1721886251.79,78,
1721886252.765,79,
1721886254.277,80,
1721886254.777,82,
1721886255.767,83,
1721886256.763,82,
1721886257.746,82,
1721886258.744,81,
1721886259.729,80,
1721886260.736,79,
1721886261.743,79,
1721886262.734,79,
1721886263.736,80,
1721886264.745,81,
1721886265.744,81,
1721886266.744,83,
1721886267.749,84,
1721886268.764,84,
1721886270.781,86,
1721886271.813,86,
1721886272.813,86,
1721886273.829,86,
1721886274.827,86,
1721886276.302,86,
1721886278.287,87,
1721886279.768,90,
1721886280.78,90,
1721886281.774,89,
1721886282.763,92,
1721886283.763,92,
1721886286.287,96,
1721886287.3,97,
1721886287.79,98,
1721886288.772,98,
1721886289.791,97,
1721886291.296,97,
1721886291.783,97,
1721886293.259,97,
1721886293.759,97,
1721886294.765,97,
1721886295.783,96,
1721886296.782,97,
1721886297.791,97,
1721886298.796,97,
1721886300.313,96,
1721886300.808,96,
1721886303.809,90,
1721886304.813,90,
1721886305.806,90,
1721886306.801,92,
1721886307.785,92,
1721886309.297,93,
1721886310.293,93,
1721886310.804,93,
1721886311.785,93,
1721886313.777,95,
1721886314.751,96,
1721886315.726,96,
1721886316.729,95,
1721886318.213,95,
1721886319.725,95,
1721886320.708,95,
1721886321.719,95,
1721886322.721,95,
1721886323.725,95,
1721886325.21,96,
1721886325.712,95,
1721886328.178,95,
1721886329.71,94,
1721886330.709,93,
1721886331.71,92,
1721886333.224,92,
1721886334.7,94,
1721886335.693,95,
1721886337.177,95,
1721886337.674,95,
1721886339.156,95,
1721886339.652,95,
1721886340.653,95,
1721886341.639,95,
1721886342.617,95,
1721886343.604,94,
1721886344.613,95,
1721886345.615,95,
1721886346.615,95,
1721886347.607,95,
1721886348.599,95,
1721886349.605,94,
1721886351.105,93,
1721886351.59,92,
1721886353.095,91,
1721886353.598,91,
1721886354.598,91,
1721886355.58,91,
1721886356.581,92,
1721886358.081,91,
1721886358.574,91,
1721886359.584,91,
1721886360.566,91,
1721886361.577,90,
1721886363.071,90,
1721886363.577,89,
1721886364.587,89,
1721886365.591,89,
1721886367.588,89,
1721886368.585,89,
1721886369.59,91,
1721886370.589,90,
1721886371.583,90,
1721886372.571,89,
1721886373.563,88,
1721886375.056,88,
1721886378.537,87,
1721886379.538,86,
1721886380.545,85,
1721886382.051,85,
1721886382.54,85,
1721886383.542,85,
1721886384.542,85,
1721886385.568,83,
1721886386.573,83,
1721886387.565,82,
1721886388.552,82,
1721886389.552,82,
1721886390.534,82,
1721886391.513,80,
1721886393.029,79,
1721886393.529,77,
1721886395.027,75,
1721886395.519,74,
1721886396.53,74,
1721886397.521,75,
1721886398.529,76,
1721886399.526,77,
1721886400.543,76,
1721886401.547,76,
1721886403.522,76,
1721886405.036,76,
1721886407.021,73,
1721886407.531,73,
1721886408.522,73,
1721886410.546,73,
1721886411.539,73,
1721886412.55,77,
1721886413.55,80,
1721886415.049,81,
1721886415.555,79,
1721886417.051,79,
1721886418.052,78,
1721886419.068,78,
1721886419.568,78,
1721886420.546,78,
1721886422.028,78,
1721886422.528,78,
1721886423.509,78,
1721886424.502,78,
1721886425.503,82,
1721886426.488,80,
1721886427.51,81,
1721886429.019,81,
1721886430.037,80,
1721886430.544,79,
1721886431.554,78,
1721886433.568,76,
1721886435.045,75,
1721886436.547,74,
1721886437.55,74,
1721886438.535,74,
1721886440.025,74,
1721886440.537,84,
1721886441.532,80,
1721886442.544,80,
1721886443.55,81,
1721886444.545,80,
1721886445.545,80,
1721886446.537,80,
1721886448.036,81,
1721886448.532,81,
1721886449.535,82,
1721886450.544,81,
1721886452.02,84,
1721886453.526,84,
1721886454.528,84,
1721886455.561,84,
1721886456.579,81,
1721886457.563,79,
1721886459.057,79,
1721886459.546,79,
1721886460.544,79,
1721886462.046,82,
1721886462.549,83,
1721886464.026,81,
1721886464.523,81,
1721886465.501,79,
1721886466.51,78,
1721886468.021,76,
1721886469.009,76,
1721886469.496,75,
1721886470.532,76,
1721886471.525,78,
1721886472.542,79,
1721886473.529,79,
1721886475.046,80,
1721886475.551,80,
1721886476.553,81,
1721886478.056,80,
1721886479.55,78,
1721886480.559,79,
1721886481.55,79,
1721886482.541,80,
1721886485.043,82,
1721886485.54,83,
1721886487.047,85,
1721886487.544,86,
1721886488.543,86,
1721886489.543,85,
1721886490.567,84,
1721886491.573,83,
1721886492.542,83,
1721886493.55,82,
1721886494.532,82,
1721886495.543,82,
1721886496.542,82,
1721886497.528,80,
1721886498.527,81,
1721886499.527,80,
1721886501.007,79,
1721886503.023,78,
1721886503.514,79,
1721886504.524,79,
1721886505.535,79,
1721886506.521,80,
1721886507.512,80,
1721886509.015,80,
1721886509.526,80,
1721886511.013,79,
1721886511.508,78,
1721886513.541,79,
1721886514.529,79,
1721886516.052,80,
1721886517.054,81,
1721886517.544,81,
1721886519.021,82,
1721886519.531,82,
1721886520.519,82,
1721886521.522,81,
1721886522.539,84,
1721886523.548,85,
1721886524.533,87,
1721886525.547,88,
1721886526.541,88,
1721886528.036,90,
1721886528.531,91,
1721886529.539,92,
1721886530.537,93,
1721886531.537,94,
1721886533.029,94,
1721886533.537,95,
1721886534.542,95,
1721886536.057,94,
1721886536.565,93,
1721886537.561,93,
1721886538.591,91,
1721886540.092,89,
1721886540.586,88,
1721886541.604,86,
1721886542.602,87,
1721886543.597,86,
1721886544.593,87,
1721886545.604,86,
1721886546.581,85,
1721886547.564,84,
1721886548.554,83,
1721886550.07,83,
1721886550.567,83,
1721886552.074,83,
1721886552.572,83,
1721886555.086,87,
1721886556.06,88,
1721886556.555,90,
1721886557.552,91,
1721886558.53,92,
1721886559.505,93,
1721886561.499,92,
1721886562.507,88,
1721886563.521,87,
1721886565.963,84,
1721886567.944,82,
1721886569.462,82,
1721886570.975,83,
1721886571.471,84,
1721886572.455,85,
1721886573.973,86,
1721886574.469,86,
1721886575.449,87,
1721886577.454,88,
1721886579.459,89,
1721886580.453,89,
1721886581.454,89,
1721886582.446,89,
1721886583.93,88,
1721886584.435,88,
1721886585.427,88,
1721886587.412,85,
1721886588.426,84,
1721886589.404,83,
1721886590.381,84,
1721886591.38,85,
1721886592.39,85,
1721886594.37,86,
1721886595.856,85,
1721886596.365,86,
1721886597.352,86,
1721886598.345,86,
1721886599.341,87,
1721886600.364,87,
1721886601.834,87,
1721886602.846,87,
1721886603.338,87,
1721886604.802,85,
1721886604.287,85,
1721886606.286,84,
1721886607.307,84,
1721886607.81,84,
1721886609.302,85,
1721886610.304,84,
1721886610.304,84,
1721886612.322,85,
1721886613.297,85,
1721886613.261,85,
1721886615.254,85,
1721886616.254,84,
1721886616.727,84,
1721886617.225,84,
1721886619.232,84,
1721886619.728,84,
1721886620.217,84,
1721886622.725,84,
1721886622.205,84,
1721886623.181,85,
1721886625.182,85,
1721886625.171,85,
1721886626.154,85,
1721886628.647,84,
1721886628.652,84,
1721886629.164,83,
1721886631.664,82,
1721886632.149,82,
1721886634.147,81,
1721886634.663,81,
1721886635.187,81,
1721886637.18,81,
1721886638.173,81,
1721886640.147,81,
1721886640.655,81,
1721886641.667,81,
1721886643.667,81,
1721886643.167,81,
1721886644.182,80,
1721886646.18,76,
1721886646.653,76,
1721886647.148,76,
1721886649.172,78,
1721886649.203,78,
1721886650.181,80,
1721886652.152,80,
1721886652.651,80,
1721886655.636,79,
1721886655.137,79,
1721886656.11,79,
1721886657.111,78,
1721886658.089,78,
1721886659.1,77,
1721886660.109,77,
1721886661.106,76,
1721886662.577,77,
1721886664.054,78,
1721886665.056,78,
1721886666.059,77,
1721886667.575,75,
1721886668.567,74,
1721886669.068,73,
1721886670.063,73,
1721886671.552,74,
1721886672.058,75,
1721886674.051,74,
1721886677.005,74,
1721886678.989,77,
1721886679.983,79,
1721886680.967,80,
1721886681.953,80,
1721886682.975,80,
1721886683.985,80,
1721886685.005,79,
1721886685.992,78,
1721886687.975,75,
1721886689.965,74,
1721886688.966,73,
1721886691.451,75,
1721886691.939,76,
1721886692.938,77,
1721886693.934,77,
1721886694.942,77,
1721886696.423,78,
1721886696.913,78,
1721886698.413,78,
1721886698.924,78,
1721886699.915,79,
1721886701.404,79,
1721886703.4,81,
1721886703.891,82,
1721886705.912,84,
1721886706.875,85,
1721886707.885,86,
1721886708.89,86,
1721886710.377,86,
1721886711.898,85,
1721886713.381,84,
1721886713.869,83,
1721886715.379,83,
1721886715.89,82,
1721886716.907,82,
1721886717.908,82,
1721886719.429,82,
1721886719.91,82,
1721886720.915,82,
1721886722.418,81,
1721886723.426,82,
1721886724.424,82,
1721886724.934,82,
1721886725.925,82,
1721886727.934,81,
1721886728.942,81,
1721886730.435,81,
1721886730.922,81,
1721886731.923,81,
1721886732.921,81,
1721886733.935,81,
1721886735.44,83,
1721886735.944,84,
1721886736.934,84,
1721886737.928,85,
1721886738.923,85,
1721886739.913,86,
1721886741.435,86,
1721886741.943,85,
1721886743.474,84,
1721886743.978,83,
1721886744.984,82,
1721886745.974,81,
1721886746.976,81,
1721886748.456,81,
1721886748.947,79,
1721886749.932,80,
1721886751.414,79,
1721886751.903,79,
1721886752.912,82,
1721886754.931,82,
1721886755.926,82,
1721886756.927,83,
1721886758.456,83,
1721886758.938,85,
1721886759.94,86,
1721886760.933,87,
1721886761.921,86,
1721886763.405,86,
1721886763.902,83,
1721886764.893,83,
1721886766.403,82,
1721886766.911,82,
1721886768.932,82,
1721886769.93,81,
1721886770.948,81,
1721886771.935,82,
1721886772.951,82,
1721886774.435,83,
1721886775.416,84,
1721886776.405,84,
1721886776.897,84,
1721886777.899,84,
1721886779.399,83,
1721886780.408,83,
1721886781.893,85,
1721886782.885,86,
1721886783.871,87,
1721886785.373,86,
1721886785.859,86,
1721886786.848,85,
1721886787.824,84,
1721886789.33,84,
1721886789.821,83,
1721886791.307,83,
1721886792.3,83,
1721886792.803,85,
1721886793.818,86,
1721886794.819,87,
1721886795.827,88,
1721886796.822,88,
1721886797.821,88,
1721886798.825,87,
1721886799.823,86,
1721886800.837,87,
1721886802.807,87,
1721886804.297,88,
1721886804.794,88,
1721886805.785,88,
1721886807.789,89,
1721886809.3,89,
1721886809.803,88,
1721886810.811,86,
1721886813.811,84,
1721886814.803,85,
1721886815.805,86,
1721886816.81,87,
1721886817.809,88,
1721886819.282,89,
1721886819.789,89,
1721886820.799,87,
1721886821.81,87,
1721886822.793,86,
1721886823.783,85,
1721886824.777,85,
1721886825.747,84,
1721886826.755,83,
1721886828.757,82,
1721886829.76,82,
1721886830.733,82,
1721886831.71,82,
1721886832.707,80,
1721886833.698,80,
1721886834.711,80,
1721886835.692,80,
1721886837.18,80,
1721886837.675,80,
1721886838.659,80,
1721886839.682,80,
1721886840.671,80,
1721886841.659,79,
1721886842.668,79,
1721886843.684,79,
1721886845.205,78,
1721886845.695,78,
1721886846.706,77,
1721886847.705,76,
1721886850.196,76,
1721886850.694,76,
1721886851.703,76,
1721886852.68,85,
1721886853.68,85,
1721886855.172,83,
1721886855.672,83,
1721886856.679,76,
1721886857.661,80,
1721886858.651,75,
1721886860.652,75,
1721886859.649,75,
1721886861.651,75,
1721886862.648,74,
1721886863.637,75,
1721886865.127,77,
1721886865.612,76,
1721886867.585,81,
1721886868.573,81,
1721886870.062,81,
1721886870.575,81,
1721886871.568,80,
1721886873.058,80,
1721886874.054,80,
1721886874.544,79,
1721886875.541,79,
1721886876.532,79,
1721886878.041,80,
1721886878.551,81,
1721886879.533,81,
1721886880.53,81,
1721886881.535,81,
1721886882.531,80,
1721886883.524,80,
1721886885.017,81,
1721886885.514,82,
1721886886.528,81,
1721886888.062,86,
1721886888.564,87,
1721886891.086,89,
1721886891.576,89,
1721886892.581,89,
1721886893.568,88,
1721886895.051,86,
1721886895.544,84,
1721886897.536,82,
1721886899.05,81,
1721886899.545,81,
1721886900.567,81,
1721886903.515,83,
1721886905.524,82,
1721886907.484,78,
1721886908.467,77,
1721886909.48,75,
1721886910.97,74,
1721886911.968,73,
1721886912.467,73,
1721886913.977,74,
1721886914.48,75,
1721886915.465,76,
1721886917.45,75,
1721886916.453,76,
1721886918.436,75,
1721886919.936,79,
1721886920.452,77,
1721886921.462,83,
1721886922.465,82,
1721886923.452,84,
1721886924.449,83,
1721886925.434,83,
1721886926.942,83,
1721886927.44,84,
1721886928.937,84,
1721886929.427,85,
1721886932.887,82,
1721886933.394,81,
1721886934.395,80,
1721886935.396,79,
1721886936.411,78,
1721886937.414,77,
1721886938.398,77,
1721886939.393,78,
1721886940.403,78,
1721886941.417,79,
1721886942.395,79,
1721886943.394,78,
1721886944.901,78,
1721886945.417,78,
1721886946.418,77,
1721886947.9,77,
1721886948.898,77,
1721886949.897,76,
1721886950.393,76,
1721886951.908,76,
1721886952.914,76,
1721886953.409,76,
1721886954.416,81,
1721886955.928,78,
1721886956.429,82,
1721886957.458,81,
1721886958.447,82,
1721886959.407,83,
1721886960.394,84,
1721886961.378,84,
1721886962.397,84,
1721886963.378,83,
1721886964.392,81,
1721886965.392,81,
1721886966.406,81,
1721886967.408,81,
1721886968.41,81,
1721886969.414,83,
1721886970.411,84,
1721886971.91,86,
1721886972.421,84,
1721886974.457,84,
1721886973.432,85,
1721886975.947,83,
1721886977.425,80,
1721886978.932,79,
1721886979.927,79,
1721886980.424,79,
1721886981.445,80,
1721886982.439,80,
1721886983.419,81,
1721886984.416,81,
1721886985.418,81,
1721886986.898,81,
1721886987.398,81,
1721886988.391,80,
1721886989.381,80,
1721886990.387,80,
1721886992.377,80,
1721886993.384,80,
1721886994.382,79,
1721886995.858,79,
1721886997.855,79,
1721886998.345,81,
1721886999.335,82,
1721887000.82,81,
1721887002.323,81,
1721887003.807,81,
1721887003.827,81,
1721887005.326,83,
1721887006.336,84,
1721887007.343,84,
1721887008.369,84,
1721887009.358,83,
1721887010.342,83,
1721887011.816,82,
1721887012.81,82,
1721887012.826,82,
1721887014.313,81,
1721887015.288,81,
1721887015.275,81,
1721887017.275,80,
1721887018.767,79,
1721887018.261,79,
1721887020.755,78,
1721887021.734,78,
1721887021.235,78,
1721887023.244,78,
1721887024.235,78,
1721887024.224,78,
1721887025.22,78,
1721887027.191,77,
1721887027.205,77,
1721887030.196,76,
1721887031.213,78,
1721887033.71,80,
1721887034.699,81,
1721887036.196,79,
1721887036.191,79,
1721887037.183,79,
1721887039.167,79,
1721887039.181,79,
1721887040.148,79,
1721887042.633,79,
1721887042.129,79,
1721887043.102,79,
1721887044.101,84,
1721887045.607,85,
1721887046.095,86,
1721887047.586,84,
1721887048.075,83,
1721887049.061,82,
1721887050.056,80,
1721887051.069,79,
1721887055.004,79,
1721887055.013,82,
1721887057.005,82,
1721887058.007,82,
1721887058.034,82,
1721887059.032,82,
1721887061.536,81,
1721887062.048,80,
1721887063.546,79,
1721887064.049,79,
1721887065.555,79,
1721887066.067,79,
1721887067.064,82,
1721887068.067,82,
1721887069.067,82,
1721887070.069,82,
1721887071.068,82,
1721887072.058,82,
1721887073.539,82,
1721887074.02,82,
1721887075.534,82,
1721887077.04,82,
1721887080.498,82,
1721887081.503,83,
1721887082.473,83,
1721887082.982,83,
1721887084.474,83,
1721887084.968,82,
1721887085.986,83,
1721887086.988,84,
1721887087.98,85,
1721887088.956,86,
1721887089.951,87,
1721887091.454,87,
1721887091.935,88,
1721887092.91,89,
1721887093.914,89,
1721887094.911,90,
1721887095.929,89,
1721887097.452,88,
1721887098.465,88,
1721887098.974,87,
1721887099.947,86,
1721887101.941,87,
1721887103.46,87,
1721887104.965,87,
1721887105.967,86,
1721887106.964,86,
1721887107.965,86,
1721887109.95,87,
1721887110.954,87,
1721887111.944,86,
1721887113.42,87,
1721887113.911,87,
1721887114.899,87,
1721887115.909,87,
1721887116.9,87,
1721887118.391,87,
1721887119.385,87,
1721887119.897,87,
1721887121.37,86,
1721887121.872,86,
1721887123.386,86,
1721887123.896,86,
1721887125.389,86,
1721887126.393,88,
1721887126.896,88,
1721887128.406,90,
1721887129.415,91,
1721887129.936,92,
1721887130.95,91,
1721887131.941,90,
1721887132.953,88,
1721887133.948,87,
1721887134.933,86,
1721887135.948,85,
1721887136.952,85,
1721887137.951,85,
1721887138.933,84,
1721887140.434,84,
1721887140.943,83,
1721887141.945,81,
1721887143.435,80,
1721887144.437,80,
1721887144.943,80,
1721887145.924,80,
1721887146.905,81,
1721887147.912,81,
1721887148.913,82,
1721887149.912,82,
1721887150.918,81,
1721887152.898,80,
1721887154.885,79,
1721887155.902,79,
1721887156.887,79,
1721887158.41,79,
1721887158.917,79,
1721887160.374,78,
1721887160.864,79,
1721887161.872,79,
1721887162.838,78,
1721887163.825,78,
1721887165.334,82,
1721887166.347,79,
1721887166.856,80,
1721887168.807,79,
1721887169.797,80,
1721887171.311,80,
1721887171.812,80,
1721887172.817,81,
1721887173.815,82,
1721887174.819,82,
1721887177.313,83,
1721887178.303,83,
1721887178.794,82,
1721887179.805,81,
1721887181.297,80,
1721887182.278,79,
1721887183.258,79,
1721887184.233,78,
1721887185.235,79,
1721887186.222,80,
1721887186.728,81,
1721887187.704,82,
1721887188.721,81,
1721887189.701,80,
1721887190.709,79,
1721887191.707,78,
1721887192.713,78,
1721887194.186,78,
1721887194.665,78,
1721887196.668,78,
1721887197.666,79,
1721887198.658,79,
1721887199.659,80,
1721887200.624,81,
1721887202.103,81,
1721887202.587,82,
1721887204.1,82,
1721887205.09,81,
1721887205.593,81,
1721887207.582,79,
1721887208.565,79,
1721887209.559,78,
1721887210.552,79,
1721887211.559,78,
1721887212.581,81,
1721887214.052,82,
1721887215.055,83,
1721887215.556,83,
1721887216.572,82,
1721887217.559,82,
1721887218.549,82,
1721887219.558,82,
1721887220.545,83,
1721887221.539,85,
1721887222.52,86,
1721887223.496,88,
1721887224.994,89,
1721887225.981,89,
1721887226.486,89,
1721887227.491,89,
1721887228.987,89,
1721887229.483,89,
1721887230.458,88,
1721887231.449,88,
1721887232.947,88,
1721887233.43,90,
1721887234.45,91,
1721887235.446,92,
1721887236.434,92,
1721887237.938,91,
1721887238.454,91,
1721887254.642,89,
1721887255.647,88,
1721887256.652,88,
1721887257.654,88,
1721887259.15,88,
1721887259.653,88,
1721887261.154,88,
1721887261.65,88,
1721887263.184,89,
1721887263.686,90,
1721887264.677,89,
1721887265.669,89,
1721887266.657,88,
1721887267.658,88,
1721887268.676,88,
1721887269.675,89,
1721887270.659,90,
1721887271.651,91,
1721887272.623,91,
1721887273.637,91,
1721887275.147,90,
1721887275.634,89,
1721887276.645,88,
1721887277.676,88,
1721887278.673,87,
1721887280.174,86,
1721887280.672,86,
1721887281.706,86,
1721887282.693,86,
1721887283.708,86,
1721887284.704,87,
1721887285.714,88,
1721887287.231,89,
1721887286.729,90,
1721887289.232,91,
1721887288.747,92,
1721887289.759,93,
1721887290.741,93,
1721887291.735,93,
1721887292.731,94,
1721887293.73,94,
1721887295.227,95,
1721887295.742,95,
1721887297.736,96,
1721887300.209,95,
1721887300.688,94,
1721887302.656,91,
1721887305.139,88,
1721887305.635,87,
1721887307.132,87,
1721887308.129,87,
1721887309.13,87,
1721887309.631,87,
1721887310.629,86,
1721887311.647,85,
1721887313.142,84,
1721887315.151,82,
1721887315.638,81,
1721887316.615,81,
1721887317.611,81,
1721887318.626,81,
1721887320.573,82,
1721887321.556,82,
1721887322.541,83,
1721887323.538,83,
1721887325.06,83,
1721887325.559,83,
1721887327.537,84,
1721887328.563,85,
1721887330.074,85,
1721887330.57,86,
1721887332.089,86,
1721887332.607,85,
1721887334.09,85,
1721887334.593,85,
1721887336.093,85,
1721887336.593,84,
1721887337.585,84,
1721887339.539,83,
1721887340.56,82,
1721887341.552,82,
1721887342.542,82,
1721887344.016,83,
1721887344.527,84,
1721887345.529,85,
1721887347.011,85,
1721887347.99,84,
1721887348.48,83,
1721887349.494,81,
1721887350.475,80,
1721887352.463,79,
1721887353.487,79,
1721887354.486,79,
1721887355.482,80,
1721887356.466,81,
1721887357.46,82,
1721887358.449,82,
1721887359.445,82,
1721887360.424,82,
1721887361.901,81,
1721887362.912,81,
1721887363.408,80,
1721887364.41,80,
1721887365.377,80,
1721887366.856,81,
1721887367.348,82,
1721887368.873,83,
1721887369.374,84,
1721887370.854,84,
1721887371.349,83,
1721887372.366,81,
1721887373.374,79,
1721887374.381,80,
1721887377.898,79,
1721887379.399,77,
1721887380.383,77,
1721887381.379,77,
1721887382.385,78,
1721887383.395,78,
1721887384.391,79,
1721887385.373,79,
1721887386.382,80,
1721887387.412,80,
1721887388.409,81,
1721887389.419,82,
1721887390.392,82,
1721887391.383,82,
1721887392.895,82,
1721887393.383,82,
1721887394.371,82,
1721887395.38,83,
1721887396.383,84,
1721887397.369,85,
1721887398.376,85,
1721887399.373,86,
1721887400.371,86,
1721887401.875,86,
1721887402.364,86,
1721887403.85,86,
1721887404.355,86,
1721887405.358,86,
1721887406.368,87,
1721887407.373,87,
1721887408.368,88,
1721887409.345,88,
1721887410.333,88,
1721887411.313,88,
1721887412.296,86,
1721887413.287,85,
1721887414.286,85,
1721887415.288,85,
1721887417.28,85,
1721887418.273,84,
1721887419.258,84,
1721887421.224,83,
1721887422.737,82,
1721887423.215,82,
1721887424.221,82,
1721887425.227,82,
1721887426.708,82,
1721887428.19,82,
1721887429.169,82,
1721887430.675,87,
1721887431.171,89,
1721887432.177,91,
1721887433.199,93,
1721887435.17,97,
1721887436.162,99,
1721887437.155,100,
1721887438.152,102,
1721887439.144,104,
1721887440.143,102,
1721887441.147,102,
1721887442.147,102,
1721887443.143,102,
1721887444.144,102,
1721887445.145,100,
1721887446.614,99,
1721887447.103,100,
1721887448.088,96,
1721887449.094,95,
1721887450.099,93,
1721887451.1,93,
1721887453.599,92,
1721887454.083,92,
1721887455.074,91,
1721887456.557,92,
1721887457.055,92,
1721887458.063,92,
1721887459.06,92,
1721887460.064,92,
1721887461.056,91,
1721887462.038,91,
1721887463.02,91,
1721887464.01,90,
1721887464.023,90,
1721887466.013,88,
1721887467.022,87,
1721887467.025,87,
1721887472.014,85,
1721887473.011,87,
1721887473.007,87,
1721887474.999,95,
1721887475.993,95,
1721887477.982,94,
1721887479.46,89,
1721887478.955,89,
1721887480.967,87,
1721887481.957,87,
1721887481.961,87,
1721887483.959,91,
1721887484.943,94,
1721887484.94,94,
1721887486.932,97,
1721887488.43,96,
1721887488.433,96,
1721887489.934,91,
1721887491.39,88,
1721887491.888,87,
1721887494.39,84,
1721887494.877,83,
1721887496.864,81,
1721887497.377,81,
1721887498.387,81,
1721887499.87,79,
1721887501.4,78,
1721887502.882,76,
1721887503.38,76,
1721887503.871,76,
1721887506.388,76,
1721887505.889,76,
1721887507.367,78,
1721887508.872,79,
1721887508.87,79,
1721887509.865,80,
1721887512.348,80,
1721887511.853,80,
1721887512.831,80,
1721887514.331,80,
1721887514.806,80,
1721887515.79,81,
1721887516.785,82,
1721887517.782,81,
1721887518.784,84,
1721887519.783,86,
1721887520.781,84,
1721887522.274,87,
1721887523.262,88,
1721887523.768,87,
1721887525.263,86,
1721887526.276,85,
1721887526.786,83,
1721887527.78,83,
1721887528.782,82,
1721887530.274,81,
1721887531.257,81,
1721887533.263,80,
1721887534.254,81,
1721887535.754,81,
1721887536.749,81,
1721887538.229,80,
1721887538.744,79,
1721887539.738,79,
1721887540.744,79,
1721887541.736,79,
1721887544.208,80,
1721887545.216,79,
1721887546.19,83,
1721887546.691,80,
1721887547.67,86,
1721887548.677,87,
1721887549.653,89,
1721887551.636,89,
1721887553.133,89,
1721887553.619,86,
1721887554.63,84,
1721887555.62,85,
1721887556.618,84,
1721887557.628,84,
1721887558.584,84,
1721887559.585,83,
1721887562.093,81,
1721887563.093,80,
1721887570.078,78,
1721887570.56,80,
1721887572.071,80,
1721887573.553,79,
1721887574.533,78,
1721887575.528,76,
1721887576.522,76,
1721887577.526,76,
1721887580.533,78,
1721887581.575,78,
1721887582.572,77,
1721887583.547,77,
1721887584.558,76,
1721887585.554,75,
1721887586.548,74,
1721887587.514,74,
1721887588.511,75,
1721887589.517,76,
1721887591.023,78,
1721887592.027,81,
1721887592.534,81,
1721887593.509,82,
1721887594.489,83,
1721887595.498,83,
1721887597.006,83,
