time,spo2
1721886047.56,97,
1721886048.53,97,
1721886049.042,97,
1721886054.013,97,
1721886055.02,97,
1721886056.005,97,
1721886057.008,97,
1721886058.01,97,
1721886058.968,97,
1721886059.985,97,
1721886062.483,97,
1721886062.968,97,
1721886063.968,97,
1721886064.972,97,
1721886066.455,97,
1721886066.972,97,
1721886068.465,97,
1721886069.449,97,
1721886069.954,97,
1721886071.938,97,
1721886073.947,97,
1721886075.443,97,
1721886074.962,97,
1721886074.931,97,
1721886075.425,97,
1721886075.426,97,
1721886074.92,97,
1721886074.92,97,
1721886075.427,97,
1721886074.94,97,
1721886075.445,97,
1721886074.95,97,
1721886074.939,97,
1721886087.951,100,
1721886089.942,100,
1721886090.943,100,
1721886092.44,100,
1721886093.467,98,
1721886093.961,98,
1721886094.971,98,
1721886095.971,98,
1721886096.954,98,
1721886097.978,98,
1721886098.977,98,
1721886099.985,98,
1721886102.457,98,
1721886103.944,98,
1721886104.952,98,
1721886105.94,98,
1721886106.933,98,
1721886107.933,98,
1721886109.439,98,
1721886109.943,98,
1721886110.955,98,
1721886112.955,98,
1721886113.944,98,
1721886114.957,98,
1721886116.439,98,
1721886116.947,98,
1721886117.927,98,
1721886118.929,98,
1721886119.932,98,
1721886122.428,98,
1721886122.922,98,
1721886123.929,98,
1721886124.951,98,
1721886125.965,98,
1721886126.961,98,
1721886127.971,98,
1721886129.99,98,
1721886131.002,98,
1721886132.51,98,
1721886133.006,99,
1721886133.984,99,
1721886135.482,99,
1721886135.99,99,
1721886136.95,99,
1721886137.938,99,
1721886138.961,99,
1721886139.962,99,
1721886140.978,99,
1721886141.988,99,
1721886143.485,99,
1721886144.487,99,
1721886145.488,99,
1721886145.995,99,
1721886146.023,99,
1721886148.01,99,
1721886149.009,99,
1721886149.997,99,
1721886150.996,99,
1721886152.971,99,
1721886153.961,99,
1721886154.969,99,
1721886156.457,99,
1721886156.963,99,
1721886157.96,99,
1721886159.47,99,
1721886159.971,99,
1721886160.972,99,
1721886161.964,99,
1721886162.958,99,
1721886162.96,99,
1721886162.943,99,
1721886166.948,94,
1721886167.927,94,
1721886168.913,94,
1721886169.893,94,
1721886171.417,97,
1721886171.919,95,
1721886172.928,95,
1721886174.434,95,
1721886174.948,96,
1721886175.951,96,
1721886176.933,96,
1721886178.428,96,
1721886179.913,96,
1721886181.411,96,
1721886182.423,96,
1721886182.907,96,
1721886183.893,97,
1721886184.883,97,
1721886186.362,97,
1721886186.853,97,
1721886187.858,97,
1721886188.865,97,
1721886189.831,97,
1721886190.816,97,
1721886191.823,97,
1721886193.305,97,
1721886194.305,97,
1721886194.824,97,
1721886195.814,97,
1721886196.829,97,
1721886197.824,97,
1721886198.837,97,
1721886200.35,97,
1721886200.841,97,
1721886201.857,97,
1721886202.86,97,
1721886204.361,97,
1721886204.87,97,
1721886205.86,97,
1721886206.865,97,
1721886207.854,97,
1721886208.857,97,
1721886209.873,97,
1721886211.365,98,
1721886211.858,99,
1721886212.85,100,
1721886213.859,99,
1721886216.332,99,
1721886217.342,99,
1721886217.842,99,
1721886218.862,100,
1721886219.857,100,
1721886220.854,100,
1721886222.337,100,
1721886222.84,100,
1721886223.831,100,
1721886224.805,100,
1721886226.295,100,
1721886227.309,100,
1721886227.809,100,
1721886229.291,99,
1721886229.823,99,
1721886229.788,99,
1721886233.817,99,
1721886234.816,99,
1721886235.811,99,
1721886235.79,99,
1721886237.802,99,
1721886238.802,99,
1721886239.789,99,
1721886241.296,99,
1721886241.791,99,
1721886241.777,99,
1721886242.751,99,
1721886243.764,99,
1721886244.788,99,
1721886246.791,99,
1721886249.293,99,
1721886248.78,99,
1721886250.79,99,
1721886251.765,99,
1721886253.277,99,
1721886253.777,98,
1721886254.767,98,
1721886255.763,98,
1721886256.746,98,
1721886257.744,97,
1721886258.729,97,
1721886259.736,97,
1721886260.743,97,
1721886261.734,97,
1721886262.736,97,
1721886263.745,97,
1721886264.744,96,
1721886265.744,96,
1721886266.749,96,
1721886267.764,96,
1721886269.781,96,
1721886271.813,96,
1721886272.813,96,
1721886273.829,96,
1721886274.827,96,
1721886276.302,96,
1721886277.287,96,
1721886278.768,96,
1721886279.78,96,
1721886280.774,96,
1721886281.763,96,
1721886282.763,96,
1721886285.287,96,
1721886287.3,96,
1721886286.79,96,
1721886287.772,96,
1721886289.791,96,
1721886291.296,96,
1721886290.783,96,
1721886292.259,96,
1721886292.759,96,
1721886293.765,96,
1721886294.783,96,
1721886295.782,96,
1721886297.791,95,
1721886298.796,95,
1721886300.313,96,
1721886300.808,96,
1721886303.809,96,
1721886304.813,96,
1721886305.806,96,
1721886306.801,96,
1721886306.785,96,
1721886309.297,95,
1721886310.293,95,
1721886310.804,95,
1721886311.785,95,
1721886312.777,95,
1721886313.751,96,
1721886314.726,96,
1721886315.729,96,
1721886317.213,96,
1721886318.725,96,
1721886319.708,96,
1721886320.719,96,
1721886321.721,96,
1721886322.725,96,
1721886324.21,96,
1721886324.712,96,
1721886327.178,96,
1721886328.71,96,
1721886329.709,96,
1721886330.71,96,
1721886332.224,96,
1721886333.7,96,
1721886334.693,96,
1721886336.177,96,
1721886336.674,96,
1721886338.156,96,
1721886338.652,96,
1721886339.653,96,
1721886340.639,96,
1721886341.617,96,
1721886342.604,97,
1721886343.613,97,
1721886344.615,97,
1721886345.615,97,
1721886346.607,97,
1721886347.599,97,
1721886348.605,97,
1721886350.105,97,
1721886350.59,97,
1721886352.095,97,
1721886352.598,97,
1721886353.598,97,
1721886354.58,97,
1721886355.581,97,
1721886357.081,97,
1721886357.574,97,
1721886358.584,97,
1721886359.566,97,
1721886360.577,97,
1721886362.071,97,
1721886362.577,97,
1721886363.587,97,
1721886364.591,97,
1721886366.588,97,
1721886367.585,97,
1721886368.59,97,
1721886369.589,97,
1721886370.583,97,
1721886371.571,97,
1721886372.563,97,
1721886374.056,97,
1721886377.537,98,
1721886378.538,98,
1721886379.545,98,
1721886381.051,98,
1721886381.54,98,
1721886382.542,98,
1721886383.542,98,
1721886384.568,98,
1721886385.573,100,
1721886386.565,100,
1721886387.552,100,
1721886388.552,100,
1721886389.534,100,
1721886390.513,100,
1721886392.029,100,
1721886392.529,100,
1721886394.027,100,
1721886394.519,100,
1721886395.53,100,
1721886396.521,100,
1721886397.529,99,
1721886398.526,99,
1721886399.543,99,
1721886400.547,99,
1721886402.522,99,
1721886404.036,98,
1721886406.021,97,
1721886406.531,97,
1721886407.522,97,
1721886409.546,97,
1721886410.539,97,
1721886411.55,97,
1721886412.55,97,
1721886414.049,97,
1721886414.555,97,
1721886416.051,97,
1721886417.052,97,
1721886418.068,97,
1721886418.568,97,
1721886419.546,97,
1721886421.028,97,
1721886421.528,97,
1721886422.509,97,
1721886423.502,97,
1721886424.503,97,
1721886425.488,97,
1721886426.51,97,
1721886428.019,97,
1721886429.037,97,
1721886429.544,97,
1721886430.554,97,
1721886432.568,97,
1721886434.045,97,
1721886435.547,97,
1721886436.55,97,
1721886437.535,97,
1721886439.025,97,
1721886439.537,97,
1721886440.532,97,
1721886441.544,98,
1721886442.55,98,
1721886443.545,98,
1721886444.545,98,
1721886445.537,98,
1721886447.036,98,
1721886447.532,98,
1721886448.535,98,
1721886449.544,98,
1721886451.02,98,
1721886452.526,98,
1721886453.528,98,
1721886454.561,98,
1721886455.579,98,
1721886456.563,98,
1721886458.057,98,
1721886458.546,98,
1721886459.544,98,
1721886461.046,98,
1721886461.549,98,
1721886463.026,98,
1721886463.523,98,
1721886464.501,100,
1721886465.51,100,
1721886467.021,100,
1721886468.009,99,
1721886468.496,99,
1721886469.532,99,
1721886470.525,98,
1721886471.542,98,
1721886472.529,98,
1721886474.046,98,
1721886474.551,98,
1721886475.553,98,
1721886477.056,98,
1721886478.55,98,
1721886479.559,98,
1721886480.55,98,
1721886481.541,98,
1721886484.043,98,
1721886484.54,98,
1721886486.047,98,
1721886486.544,98,
1721886487.543,98,
1721886488.543,98,
1721886489.567,98,
1721886490.573,98,
1721886491.542,98,
1721886492.55,98,
1721886493.532,98,
1721886494.543,98,
1721886495.542,98,
1721886496.528,98,
1721886497.527,98,
1721886498.527,98,
1721886500.007,98,
1721886502.023,98,
1721886502.514,98,
1721886503.524,98,
1721886504.535,98,
1721886505.521,98,
1721886506.512,98,
1721886508.015,98,
1721886508.526,98,
1721886510.013,98,
1721886510.508,98,
1721886512.541,98,
1721886513.529,98,
1721886515.052,98,
1721886516.054,98,
1721886516.544,98,
1721886518.021,98,
1721886518.531,98,
1721886519.519,98,
1721886520.522,98,
1721886521.539,98,
1721886522.548,97,
1721886523.533,97,
1721886524.547,97,
1721886525.541,96,
1721886527.036,96,
1721886527.531,96,
1721886528.539,96,
1721886529.537,96,
1721886530.537,96,
1721886532.029,96,
1721886532.537,96,
1721886533.542,96,
1721886535.057,96,
1721886535.565,96,
1721886536.561,96,
1721886537.591,96,
1721886539.092,96,
1721886539.586,96,
1721886540.604,97,
1721886541.602,97,
1721886542.597,97,
1721886543.593,97,
1721886544.604,97,
1721886545.581,97,
1721886546.564,97,
1721886547.554,97,
1721886549.07,97,
1721886549.567,97,
1721886551.074,97,
1721886551.572,97,
1721886554.086,97,
1721886555.06,97,
1721886555.555,97,
1721886556.552,97,
1721886557.53,98,
1721886558.505,98,
1721886560.499,98,
1721886561.507,98,
1721886562.521,98,
1721886564.963,98,
1721886566.944,98,
1721886568.462,98,
1721886569.975,98,
1721886570.471,98,
1721886571.455,98,
1721886572.973,98,
1721886573.469,98,
1721886574.449,99,
1721886576.454,99,
1721886578.459,99,
1721886579.453,99,
1721886580.454,99,
1721886581.446,99,
1721886582.93,99,
1721886583.435,99,
1721886584.427,99,
1721886586.412,99,
1721886587.426,99,
1721886588.404,99,
1721886589.381,99,
1721886590.38,99,
1721886591.39,99,
1721886593.37,99,
1721886594.856,99,
1721886595.365,99,
1721886596.352,99,
1721886597.345,99,
1721886598.341,99,
1721886599.364,99,
1721886600.834,99,
1721886601.846,99,
1721886602.338,99,
1721886603.802,99,
1721886604.287,99,
1721886605.286,99,
1721886606.307,99,
1721886607.81,99,
1721886608.302,99,
1721886609.304,99,
1721886610.304,99,
1721886611.322,99,
1721886612.297,99,
1721886613.261,99,
1721886614.254,99,
1721886615.254,99,
1721886616.727,99,
1721886617.225,99,
1721886618.232,99,
1721886619.728,99,
1721886620.217,99,
1721886621.725,99,
1721886622.205,99,
1721886623.181,99,
1721886624.182,98,
1721886625.171,98,
1721886626.154,98,
1721886627.647,98,
1721886628.652,98,
1721886629.164,98,
1721886630.664,98,
1721886632.149,98,
1721886633.147,98,
1721886634.663,98,
1721886635.187,98,
1721886637.18,98,
1721886638.173,98,
1721886639.147,98,
1721886640.655,98,
1721886641.667,98,
1721886642.667,98,
1721886643.167,98,
1721886644.182,98,
1721886645.18,98,
1721886646.653,98,
1721886647.148,99,
1721886648.172,99,
1721886649.203,99,
1721886650.181,99,
1721886651.152,99,
1721886652.651,99,
1721886654.636,99,
1721886655.137,99,
1721886656.11,99,
1721886657.111,99,
1721886658.089,99,
1721886659.1,99,
1721886660.109,99,
1721886661.106,99,
1721886662.577,99,
1721886664.054,98,
1721886665.056,98,
1721886666.059,98,
1721886667.575,98,
1721886668.567,98,
1721886669.068,98,
1721886670.063,98,
1721886671.552,98,
1721886672.058,98,
1721886674.051,98,
1721886677.005,98,
1721886678.989,98,
1721886679.983,98,
1721886680.967,98,
1721886681.953,98,
1721886682.975,98,
1721886683.985,98,
1721886685.005,98,
1721886685.992,98,
1721886687.975,98,
1721886689.965,99,
1721886688.966,98,
1721886691.451,99,
1721886691.939,99,
1721886692.938,99,
1721886693.934,99,
1721886694.942,99,
1721886696.423,99,
1721886696.913,99,
1721886698.413,99,
1721886698.924,99,
1721886699.915,99,
1721886701.404,99,
1721886703.4,99,
1721886703.891,99,
1721886705.912,99,
1721886706.875,99,
1721886707.885,98,
1721886708.89,98,
1721886710.377,98,
1721886711.898,98,
1721886713.381,98,
1721886713.869,98,
1721886715.379,98,
1721886715.89,98,
1721886716.907,98,
1721886717.908,98,
1721886719.429,98,
1721886719.91,98,
1721886720.915,98,
1721886722.418,98,
1721886723.426,98,
1721886724.424,98,
1721886724.934,98,
1721886725.925,98,
1721886727.934,98,
1721886728.942,98,
1721886730.435,98,
1721886730.922,98,
1721886731.923,98,
1721886732.921,98,
1721886733.935,99,
1721886735.44,99,
1721886735.944,99,
1721886736.934,99,
1721886737.928,99,
1721886738.923,99,
1721886739.913,99,
1721886741.435,99,
1721886741.943,99,
1721886743.474,99,
1721886743.978,99,
1721886744.984,99,
1721886745.974,99,
1721886746.976,99,
1721886748.456,99,
1721886748.947,99,
1721886749.932,99,
1721886751.414,99,
1721886751.903,99,
1721886752.912,99,
1721886754.931,98,
1721886755.926,98,
1721886756.927,98,
1721886758.456,98,
1721886758.938,98,
1721886759.94,98,
1721886760.933,98,
1721886761.921,98,
1721886763.405,98,
1721886763.902,98,
1721886764.893,98,
1721886766.403,98,
1721886766.911,98,
1721886768.932,98,
1721886769.93,98,
1721886770.948,98,
1721886771.935,98,
1721886772.951,98,
1721886774.435,98,
1721886775.416,98,
1721886776.405,98,
1721886776.897,98,
1721886777.899,98,
1721886779.399,98,
1721886780.408,98,
1721886781.893,98,
1721886782.885,98,
1721886783.871,98,
1721886785.373,98,
1721886785.859,98,
1721886786.848,98,
1721886787.824,98,
1721886789.33,97,
1721886789.821,97,
1721886791.307,97,
1721886792.3,97,
1721886792.803,97,
1721886793.818,97,
1721886794.819,97,
1721886795.827,97,
1721886796.822,97,
1721886797.821,97,
1721886798.825,97,
1721886799.823,97,
1721886800.837,97,
1721886802.807,97,
1721886804.297,97,
1721886804.794,97,
1721886804.785,97,
1721886807.789,97,
1721886809.3,97,
1721886809.803,97,
1721886810.811,97,
1721886813.811,98,
1721886814.803,97,
1721886815.805,97,
1721886816.81,97,
1721886817.809,97,
1721886819.282,97,
1721886819.789,97,
1721886820.799,97,
1721886821.81,98,
1721886822.793,98,
1721886823.783,98,
1721886823.777,98,
1721886824.747,98,
1721886825.755,98,
1721886827.757,98,
1721886828.76,98,
1721886829.733,98,
1721886830.71,98,
1721886831.707,98,
1721886832.698,98,
1721886833.711,98,
1721886834.692,98,
1721886836.18,98,
1721886836.675,98,
1721886837.659,99,
1721886838.682,99,
1721886839.671,99,
1721886840.659,99,
1721886841.668,99,
1721886842.684,99,
1721886844.205,99,
1721886844.695,99,
1721886845.706,99,
1721886846.705,99,
1721886849.196,99,
1721886849.694,99,
1721886850.703,99,
1721886851.68,99,
1721886852.68,99,
1721886854.172,99,
1721886854.672,99,
1721886855.679,99,
1721886856.661,99,
1721886857.651,99,
1721886859.652,99,
1721886858.649,99,
1721886860.651,99,
1721886861.648,99,
1721886862.637,99,
1721886864.127,99,
1721886864.612,99,
1721886866.585,99,
1721886867.573,99,
1721886869.062,99,
1721886869.575,99,
1721886870.568,99,
1721886872.058,99,
1721886873.054,99,
1721886873.544,99,
1721886874.541,99,
1721886875.532,99,
1721886877.041,99,
1721886877.551,99,
1721886878.533,99,
1721886879.53,99,
1721886880.535,99,
1721886881.531,99,
1721886882.524,99,
1721886884.017,99,
1721886884.514,99,
1721886885.528,99,
1721886887.062,99,
1721886887.564,99,
1721886890.086,99,
1721886890.576,99,
1721886891.581,99,
1721886892.568,99,
1721886894.051,99,
1721886894.544,99,
1721886896.536,99,
1721886898.05,99,
1721886897.545,99,
1721886897.567,99,
1721886902.515,97,
1721886904.524,97,
1721886906.484,97,
1721886907.467,97,
1721886908.48,97,
1721886909.97,97,
1721886910.968,98,
1721886911.467,98,
1721886912.977,98,
1721886913.48,98,
1721886914.465,98,
1721886916.45,98,
1721886915.453,98,
1721886917.436,98,
1721886918.936,98,
1721886919.452,98,
1721886920.462,98,
1721886921.465,98,
1721886922.452,98,
1721886923.449,98,
1721886924.434,98,
1721886925.942,98,
1721886926.44,98,
1721886927.937,98,
1721886928.427,98,
1721886931.887,98,
1721886932.394,98,
1721886933.395,98,
1721886934.396,96,
1721886935.411,96,
1721886936.414,96,
1721886937.398,96,
1721886938.393,96,
1721886939.403,96,
1721886940.417,96,
1721886941.395,96,
1721886942.394,96,
1721886943.901,96,
1721886944.417,96,
1721886945.418,96,
1721886946.9,96,
1721886947.898,96,
1721886948.897,96,
1721886949.393,96,
1721886950.908,96,
1721886951.914,96,
1721886952.409,96,
1721886953.416,96,
1721886954.928,96,
1721886955.429,96,
1721886956.458,96,
1721886957.447,96,
1721886958.407,96,
1721886959.394,96,
1721886960.378,96,
1721886961.397,96,
1721886962.378,96,
1721886963.392,96,
1721886964.392,96,
1721886965.406,96,
1721886966.408,96,
1721886967.41,96,
1721886968.414,96,
1721886969.411,96,
1721886970.91,96,
1721886971.421,96,
1721886973.457,96,
1721886972.432,96,
1721886974.947,96,
1721886976.425,98,
1721886977.932,98,
1721886978.927,98,
1721886979.424,98,
1721886980.445,96,
1721886981.439,96,
1721886982.419,96,
1721886983.416,96,
1721886984.418,96,
1721886985.898,96,
1721886986.398,96,
1721886987.391,96,
1721886988.381,96,
1721886989.387,96,
1721886991.377,96,
1721886992.384,96,
1721886993.382,96,
1721886994.858,96,
1721886996.855,96,
1721886997.345,96,
1721886998.335,96,
1721887000.82,96,
1721887001.323,96,
1721887002.807,96,
1721887003.827,96,
1721887004.326,96,
1721887005.336,96,
1721887006.343,96,
1721887007.369,96,
1721887008.358,96,
1721887009.342,96,
1721887010.816,96,
1721887011.81,96,
1721887012.826,97,
1721887013.313,97,
1721887014.288,97,
1721887015.275,97,
1721887016.275,97,
1721887017.767,97,
1721887018.261,97,
1721887019.755,97,
1721887020.734,97,
1721887021.235,97,
1721887022.244,97,
1721887023.235,97,
1721887024.224,97,
1721887025.22,97,
1721887026.191,97,
1721887027.205,97,
1721887029.196,97,
1721887031.213,97,
1721887033.71,97,
1721887034.699,97,
1721887035.196,97,
1721887036.191,97,
1721887037.183,97,
1721887038.167,97,
1721887039.181,97,
1721887040.148,97,
1721887041.633,97,
1721887042.129,97,
1721887043.102,97,
1721887044.101,97,
1721887045.607,97,
1721887046.095,97,
1721887047.586,97,
1721887048.075,97,
1721887049.061,97,
1721887050.056,97,
1721887051.069,97,
1721887055.004,97,
1721887055.013,97,
1721887057.005,97,
1721887058.007,97,
1721887058.034,97,
1721887059.032,97,
1721887061.536,98,
1721887062.048,98,
1721887063.546,98,
1721887064.049,98,
1721887065.555,98,
1721887066.067,98,
1721887067.064,98,
1721887068.067,98,
1721887069.067,98,
1721887070.069,98,
1721887071.068,98,
1721887072.058,98,
1721887073.539,98,
1721887074.02,98,
1721887075.534,98,
1721887077.04,98,
1721887080.498,98,
1721887081.503,98,
1721887082.473,98,
1721887082.982,98,
1721887084.474,98,
1721887084.968,98,
1721887085.986,98,
1721887086.988,98,
1721887087.98,98,
1721887088.956,98,
1721887089.951,97,
1721887091.454,97,
1721887091.935,98,
1721887092.91,98,
1721887093.914,98,
1721887094.911,98,
1721887095.929,98,
1721887097.452,98,
1721887098.465,98,
1721887098.974,98,
1721887099.947,98,
1721887101.941,98,
1721887103.46,98,
1721887104.965,98,
1721887105.967,98,
1721887106.964,98,
1721887107.965,98,
1721887109.95,98,
1721887110.954,98,
1721887111.944,98,
1721887113.42,98,
1721887113.911,98,
1721887114.899,98,
1721887115.909,98,
1721887116.9,98,
1721887118.391,98,
1721887119.385,98,
1721887119.897,98,
1721887121.37,98,
1721887121.872,97,
1721887123.386,97,
1721887123.896,97,
1721887125.389,97,
1721887126.393,97,
1721887126.896,97,
1721887128.406,97,
1721887129.415,97,
1721887129.936,97,
1721887130.95,97,
1721887131.941,97,
1721887132.953,97,
1721887133.948,97,
1721887134.933,97,
1721887135.948,97,
1721887136.952,97,
1721887137.951,97,
1721887138.933,97,
1721887140.434,97,
1721887140.943,97,
1721887141.945,97,
1721887143.435,97,
1721887144.437,97,
1721887144.943,98,
1721887145.924,98,
1721887146.905,98,
1721887147.912,98,
1721887148.913,98,
1721887149.912,98,
1721887150.918,98,
1721887152.898,98,
1721887154.885,98,
1721887155.902,98,
1721887156.887,98,
1721887158.41,98,
1721887158.917,98,
1721887160.374,98,
1721887160.864,98,
1721887161.872,98,
1721887162.838,98,
1721887163.825,98,
1721887165.334,98,
1721887166.347,99,
1721887166.856,99,
1721887168.807,98,
1721887169.797,98,
1721887171.311,98,
1721887171.812,98,
1721887172.817,98,
1721887173.815,98,
1721887174.819,98,
1721887177.313,98,
1721887178.303,98,
1721887178.794,98,
1721887179.805,98,
1721887181.297,98,
1721887182.278,98,
1721887182.258,98,
1721887183.233,98,
1721887184.235,98,
1721887185.222,98,
1721887185.728,98,
1721887186.704,98,
1721887187.721,97,
1721887188.701,97,
1721887189.709,97,
1721887190.707,97,
1721887191.713,98,
1721887193.186,98,
1721887193.665,98,
1721887195.668,98,
1721887196.666,98,
1721887197.658,98,
1721887198.659,98,
1721887199.624,98,
1721887201.103,98,
1721887201.587,98,
1721887203.1,98,
1721887204.09,98,
1721887204.593,98,
1721887206.582,98,
1721887207.565,98,
1721887208.559,98,
1721887209.552,98,
1721887210.559,98,
1721887211.581,98,
1721887213.052,98,
1721887214.055,98,
1721887214.556,98,
1721887215.572,98,
1721887216.559,98,
1721887217.549,98,
1721887218.558,98,
1721887219.545,97,
1721887220.539,97,
1721887221.52,97,
1721887222.496,97,
1721887223.994,97,
1721887224.981,97,
1721887225.486,97,
1721887226.491,97,
1721887227.987,97,
1721887228.483,97,
1721887229.458,97,
1721887230.449,97,
1721887231.947,97,
1721887232.43,97,
1721887233.45,97,
1721887234.446,97,
1721887235.434,97,
1721887236.938,97,
1721887237.454,97,
1721887249.687,100,
1721887250.675,100,
1721887252.159,100,
1721887252.662,100,
1721887254.642,100,
1721887255.647,100,
1721887256.652,100,
1721887257.654,100,
1721887259.15,100,
1721887259.653,100,
1721887261.154,100,
1721887261.65,100,
1721887263.184,99,
1721887263.686,99,
1721887264.677,99,
1721887265.669,99,
1721887266.657,98,
1721887267.658,98,
1721887268.676,98,
1721887269.675,98,
1721887270.659,97,
1721887271.651,97,
1721887272.623,97,
1721887273.637,97,
1721887275.147,97,
1721887275.634,97,
1721887276.645,97,
1721887277.676,97,
1721887278.673,97,
1721887280.174,97,
1721887280.672,97,
1721887281.706,97,
1721887282.693,97,
1721887283.708,97,
1721887284.704,97,
1721887285.714,97,
1721887287.231,97,
1721887286.729,97,
1721887289.232,97,
1721887288.747,97,
1721887289.759,97,
1721887290.741,97,
1721887291.735,97,
1721887292.731,97,
1721887293.73,97,
1721887295.227,97,
1721887295.742,97,
1721887297.736,97,
1721887300.209,98,
1721887300.688,98,
1721887302.656,98,
1721887305.139,98,
1721887305.635,98,
1721887307.132,98,
1721887308.129,98,
1721887309.13,98,
1721887309.631,98,
1721887310.629,98,
1721887311.647,98,
1721887313.142,98,
1721887315.151,98,
1721887315.638,98,
1721887316.615,98,
1721887317.611,98,
1721887318.626,98,
1721887320.573,98,
1721887321.556,98,
1721887322.541,98,
1721887323.538,98,
1721887325.06,98,
1721887325.559,98,
1721887327.537,98,
1721887328.563,98,
1721887330.074,98,
1721887330.57,98,
1721887332.089,98,
1721887332.607,98,
1721887334.09,98,
1721887334.593,98,
1721887336.093,98,
1721887336.593,98,
1721887337.585,98,
1721887339.539,98,
1721887340.56,98,
1721887341.552,98,
1721887342.542,98,
1721887344.016,98,
1721887344.527,98,
1721887345.529,98,
1721887347.011,98,
1721887347.99,98,
1721887347.48,98,
1721887348.494,98,
1721887349.475,98,
1721887351.463,98,
1721887352.487,98,
1721887353.486,98,
1721887354.482,98,
1721887355.466,98,
1721887356.46,98,
1721887357.449,98,
1721887358.445,98,
1721887359.424,98,
1721887360.901,98,
1721887361.912,98,
1721887362.408,98,
1721887363.41,98,
1721887364.377,98,
1721887365.856,98,
1721887366.348,98,
1721887367.873,98,
1721887368.374,98,
1721887369.854,98,
1721887370.349,98,
1721887371.366,98,
1721887372.374,98,
1721887373.381,98,
1721887376.898,98,
1721887378.399,98,
1721887379.383,98,
1721887380.379,98,
1721887381.385,98,
1721887382.395,98,
1721887383.391,98,
1721887384.373,98,
1721887385.382,98,
1721887386.412,98,
1721887387.409,98,
1721887388.419,98,
1721887389.392,98,
1721887390.383,98,
1721887391.895,98,
1721887392.383,98,
1721887393.371,98,
1721887394.38,98,
1721887395.383,98,
1721887396.369,97,
1721887397.376,97,
1721887398.373,97,
1721887399.371,97,
1721887400.875,97,
1721887401.364,97,
1721887402.85,97,
1721887403.355,97,
1721887404.358,97,
1721887405.368,97,
1721887406.373,97,
1721887407.368,97,
1721887408.345,97,
1721887409.333,97,
1721887410.313,97,
1721887411.296,97,
1721887412.287,97,
1721887413.286,97,
1721887414.288,97,
1721887416.28,97,
1721887417.273,97,
1721887418.258,97,
1721887420.224,97,
1721887421.737,97,
1721887422.215,97,
1721887423.221,97,
1721887424.227,97,
1721887425.708,97,
1721887427.19,97,
1721887428.169,97,
1721887429.675,97,
1721887430.171,100,
1721887431.177,100,
1721887432.199,100,
1721887434.17,100,
1721887435.162,100,
1721887436.155,100,
1721887437.152,100,
1721887438.144,100,
1721887439.143,100,
1721887440.147,100,
1721887441.147,100,
1721887442.143,100,
1721887443.144,100,
1721887444.145,100,
1721887445.614,100,
1721887446.103,100,
1721887447.088,100,
1721887448.094,100,
1721887449.099,100,
1721887450.1,100,
1721887452.599,99,
1721887453.083,99,
1721887454.074,99,
1721887455.557,99,
1721887456.055,99,
1721887457.063,99,
1721887458.06,99,
1721887459.064,99,
1721887460.056,99,
1721887461.038,98,
1721887462.02,98,
1721887463.01,99,
1721887464.023,98,
1721887465.013,98,
1721887466.022,98,
1721887467.025,98,
1721887471.014,98,
1721887472.011,98,
1721887473.007,98,
1721887473.999,98,
1721887474.993,98,
1721887476.982,98,
1721887478.46,98,
1721887478.955,98,
1721887479.967,98,
1721887480.957,98,
1721887481.961,98,
1721887482.959,98,
1721887483.943,98,
1721887484.94,98,
1721887485.932,98,
1721887487.43,98,
1721887488.433,98,
1721887488.934,98,
1721887491.39,98,
1721887491.888,97,
1721887493.39,97,
1721887494.877,97,
1721887495.864,97,
1721887497.377,97,
1721887498.387,97,
1721887499.87,97,
1721887501.4,97,
1721887501.882,97,
1721887503.38,97,
1721887503.871,97,
1721887505.388,97,
1721887505.889,97,
1721887507.367,97,
1721887507.872,97,
1721887508.87,97,
1721887509.865,97,
1721887511.348,97,
1721887511.853,97,
1721887512.831,97,
1721887514.331,97,
1721887514.806,97,
1721887515.79,97,
1721887516.785,97,
1721887517.782,97,
1721887518.784,97,
1721887519.783,97,
1721887520.781,97,
1721887522.274,97,
1721887523.262,97,
1721887523.768,97,
1721887525.263,97,
1721887526.276,97,
1721887526.786,97,
1721887527.78,97,
1721887528.782,97,
1721887530.274,98,
1721887531.257,98,
1721887533.263,98,
1721887534.254,98,
1721887535.754,98,
1721887536.749,98,
1721887538.229,98,
1721887538.744,98,
1721887539.738,98,
1721887540.744,98,
1721887541.736,98,
1721887544.208,98,
1721887545.216,98,
1721887546.19,98,
1721887546.691,98,
1721887547.67,98,
1721887548.677,98,
1721887549.653,98,
1721887551.636,98,
1721887553.133,98,
1721887553.619,98,
1721887554.63,98,
1721887555.62,98,
1721887556.618,99,
1721887557.628,99,
1721887558.584,99,
1721887559.585,99,
1721887562.093,99,
1721887563.093,99,
1721887570.078,99,
1721887570.56,99,
1721887572.071,99,
1721887573.553,99,
1721887574.533,99,
1721887575.528,98,
1721887576.522,98,
1721887577.526,98,
1721887580.533,98,
1721887581.575,98,
1721887582.572,98,
1721887583.547,98,
1721887584.558,98,
1721887585.554,98,
1721887586.548,98,
1721887587.514,96,
1721887588.511,96,
1721887589.517,96,
1721887591.023,96,
1721887592.027,96,
1721887592.534,96,
1721887593.509,96,
1721887593.489,96,
1721887595.498,96,
