time,perfusion
1721887071.068,0.45,
1721887072.058,0.44,
1721887073.539,0.42,
1721887074.02,0.42,
1721887075.534,0.42,
1721887077.04,0.42,
1721887080.498,0.41,
1721887081.503,0.39,
1721887082.473,0.39,
1721887082.982,0.38,
1721887084.474,0.38,
1721887084.968,0.38,
1721887085.986,0.37,
1721887086.988,0.37,
1721887087.98,0.37,
1721887088.956,0.37,
1721887089.951,0.38,
1721887091.454,0.38,
1721887091.935,0.38,
1721887092.91,0.38,
1721887093.914,0.38,
1721887094.911,0.38,
1721887095.929,0.38,
1721887097.452,0.38,
1721887098.465,0.39,
1721887098.974,0.39,
1721887099.947,0.39,
1721887101.941,0.4,
1721887103.46,0.39,
1721887104.965,0.4,
1721887105.967,0.39,
1721887106.964,0.39,
1721887107.965,0.39,
1721887109.95,0.4,
1721887110.954,0.4,
1721887111.944,0.4,
1721887113.42,0.4,
1721887113.911,0.4,
1721887114.899,0.4,
1721887115.909,0.4,
1721887116.9,0.4,
1721887118.391,0.39,
1721887119.385,0.39,
1721887119.897,0.39,
1721887121.37,0.37,
1721887121.872,0.38,
1721887123.386,0.38,
1721887123.896,0.38,
1721887125.389,0.38,
1721887126.393,0.38,
1721887126.896,0.38,
1721887128.406,0.38,
1721887129.415,0.38,
1721887129.936,0.38,
1721887130.95,0.38,
1721887131.941,0.38,
1721887132.953,0.38,
1721887133.948,0.38,
1721887134.933,0.38,
1721887135.948,0.38,
1721887136.952,0.38,
1721887137.951,0.38,
1721887138.933,0.38,
1721887140.434,0.38,
1721887140.943,0.38,
1721887141.945,0.38,
1721887143.435,0.38,
1721887144.437,0.39,
1721887144.943,0.39,
1721887145.924,0.4,
1721887146.905,0.41,
1721887147.912,0.42,
1721887148.913,0.43,
1721887149.912,0.43,
1721887150.918,0.43,
1721887152.898,0.43,
1721887154.885,0.49,
1721887155.902,0.49,
1721887156.887,0.49,
1721887158.41,0.49,
1721887158.917,0.49,
1721887160.374,0.49,
1721887160.864,0.49,
1721887161.872,0.49,
1721887162.838,0.49,
1721887163.825,0.49,
1721887165.334,0.49,
1721887166.347,0.53,
1721887166.856,0.53,
1721887168.807,0.51,
1721887169.797,0.51,
1721887171.311,0.49,
1721887171.812,0.49,
1721887172.817,0.49,
1721887173.815,0.49,
1721887174.819,0.48,
1721887177.313,0.45,
1721887178.303,0.44,
1721887178.794,0.44,
1721887179.805,0.43,
1721887181.297,0.43,
1721887182.278,0.43,
1721887182.258,0.43,
1721887183.233,0.43,
1721887184.235,0.42,
1721887185.222,0.42,
1721887185.728,0.42,
1721887186.704,0.42,
1721887187.721,0.42,
1721887188.701,0.42,
1721887189.709,0.41,
1721887190.707,0.41,
1721887191.713,0.41,
1721887193.186,0.41,
1721887193.665,0.41,
1721887195.668,0.42,
1721887196.666,0.42,
1721887197.658,0.42,
1721887198.659,0.42,
1721887199.624,0.42,
1721887201.103,0.42,
1721887201.587,0.42,
1721887203.1,0.42,
1721887204.09,0.4,
1721887204.593,0.4,
1721887206.582,0.39,
1721887207.565,0.4,
1721887208.559,0.4,
1721887209.552,0.41,
1721887210.559,0.41,
1721887211.581,0.41,
1721887213.052,0.4,
1721887214.055,0.4,
1721887214.556,0.4,
1721887215.572,0.4,
1721887216.559,0.4,
1721887217.549,0.4,
1721887218.558,0.41,
1721887219.545,0.41,
1721887220.539,0.42,
1721887221.52,0.43,
1721887222.496,0.43,
1721887223.994,0.43,
1721887224.981,0.43,
1721887225.486,0.43,
1721887226.491,0.43,
1721887227.987,0.43,
1721887228.483,0.43,
1721887229.458,0.43,
1721887230.449,0.43,
1721887231.947,0.43,
1721887232.43,0.43,
1721887233.45,0.43,
1721887234.446,0.43,
1721887235.434,0.43,
1721887236.938,0.43,
1721887237.454,0.43,
1721887249.687,0.37,
1721887250.675,0.37,
1721887252.159,0.37,
1721887252.662,0.37,
1721887254.642,0.37,
1721887255.647,0.37,
1721887256.652,0.37,
1721887257.654,0.4,
1721887259.15,0.41,
1721887259.653,0.41,
1721887261.154,0.41,
1721887261.65,0.41,
1721887263.184,0.4,
1721887263.686,0.4,
1721887264.677,0.41,
1721887265.669,0.41,
1721887266.657,0.41,
1721887267.658,0.42,
1721887268.676,0.42,
1721887269.675,0.42,
1721887270.659,0.43,
1721887271.651,0.44,
1721887272.623,0.45,
1721887273.637,0.45,
1721887275.147,0.46,
1721887275.634,0.46,
1721887276.645,0.49,
1721887277.676,0.5,
1721887278.673,0.5,
1721887280.174,0.5,
1721887280.672,0.51,
1721887281.706,0.52,
1721887282.693,0.54,
1721887283.708,0.54,
1721887284.704,0.54,
1721887285.714,0.54,
1721887287.231,0.54,
1721887286.729,0.54,
1721887289.232,0.54,
1721887288.747,0.55,
1721887289.759,0.55,
1721887290.741,0.55,
1721887291.735,0.55,
1721887292.731,0.55,
1721887293.73,0.55,
1721887295.227,0.55,
1721887295.742,0.54,
1721887297.736,0.54,
1721887300.209,0.53,
1721887300.688,0.52,
1721887302.656,0.52,
1721887305.139,0.52,
1721887305.635,0.51,
1721887307.132,0.49,
1721887308.129,0.49,
1721887309.13,0.49,
1721887309.631,0.49,
1721887310.629,0.47,
1721887311.647,0.47,
1721887313.142,0.47,
1721887315.151,0.46,
1721887315.638,0.45,
1721887316.615,0.44,
1721887317.611,0.43,
1721887318.626,0.42,
1721887320.573,0.42,
1721887321.556,0.42,
1721887322.541,0.41,
1721887323.538,0.42,
1721887325.06,0.41,
1721887325.559,0.41,
1721887327.537,0.4,
1721887328.563,0.4,
1721887330.074,0.4,
1721887330.57,0.4,
1721887332.089,0.4,
1721887332.607,0.4,
1721887334.09,0.4,
1721887334.593,0.4,
1721887336.093,0.4,
1721887336.593,0.4,
1721887337.585,0.4,
1721887339.539,0.4,
1721887340.56,0.39,
1721887341.552,0.39,
1721887342.542,0.39,
1721887344.016,0.39,
1721887344.527,0.39,
1721887345.529,0.39,
1721887347.011,0.39,
1721887347.99,0.39,
1721887347.48,0.39,
1721887348.494,0.4,
1721887349.475,0.4,
1721887351.463,0.38,
1721887352.487,0.38,
1721887353.486,0.38,
1721887354.482,0.38,
1721887355.466,0.39,
1721887356.46,0.39,
1721887357.449,0.41,
1721887358.445,0.42,
1721887359.424,0.43,
1721887360.901,0.44,
1721887361.912,0.44,
1721887362.408,0.44,
1721887363.41,0.44,
1721887364.377,0.44,
1721887365.856,0.44,
1721887366.348,0.44,
1721887367.873,0.44,
1721887368.374,0.44,
1721887369.854,0.44,
1721887370.349,0.44,
1721887371.366,0.44,
1721887372.374,0.44,
1721887373.381,0.44,
1721887376.898,0.44,
1721887378.399,0.45,
1721887379.383,0.46,
1721887380.379,0.46,
1721887381.385,0.47,
1721887382.395,0.47,
1721887383.391,0.47,
1721887384.373,0.47,
1721887385.382,0.47,
1721887386.412,0.48,
1721887387.409,0.47,
1721887388.419,0.47,
1721887389.392,0.47,
1721887390.383,0.47,
1721887391.895,0.48,
1721887392.383,0.48,
1721887393.371,0.47,
1721887394.38,0.47,
1721887395.383,0.47,
1721887396.369,0.46,
1721887397.376,0.46,
1721887398.373,0.46,
1721887399.371,0.46,
1721887400.875,0.46,
1721887401.364,0.46,
1721887402.85,0.46,
1721887403.355,0.46,
1721887404.358,0.46,
1721887405.368,0.46,
1721887406.373,0.45,
1721887407.368,0.45,
1721887408.345,0.45,
1721887409.333,0.45,
1721887410.313,0.45,
1721887411.296,0.45,
1721887412.287,0.45,
1721887413.286,0.45,
1721887414.288,0.45,
1721887416.28,0.45,
1721887417.273,0.45,
1721887418.258,0.45,
1721887420.224,0.45,
1721887421.737,0.45,
1721887422.215,0.45,
1721887423.221,0.45,
1721887424.227,0.45,
1721887425.708,0.45,
1721887427.19,0.45,
1721887428.169,0.45,
1721887429.675,0.45,
1721887430.171,0.48,
1721887431.177,0.48,
1721887432.199,0.48,
1721887434.17,0.48,
1721887435.162,0.48,
1721887436.155,0.48,
1721887437.152,0.48,
1721887438.144,0.48,
1721887439.143,0.48,
1721887440.147,0.48,
1721887441.147,0.48,
1721887442.143,0.48,
1721887443.144,0.48,
1721887444.145,0.48,
1721887445.614,0.48,
1721887446.103,0.62,
1721887447.088,0.62,
1721887448.094,0.62,
1721887449.099,0.62,
1721887450.1,0.62,
1721887452.599,0.71,
1721887453.083,0.71,
1721887454.074,0.72,
1721887455.557,0.72,
1721887456.055,0.72,
1721887457.063,0.72,
1721887458.06,0.72,
1721887459.064,0.72,
1721887460.056,0.72,
1721887461.038,0.72,
1721887462.02,0.72,
1721887463.01,0.72,
1721887464.023,0.72,
1721887465.013,0.72,
1721887466.022,0.72,
1721887467.025,0.72,
1721887471.014,0.72,
1721887472.011,0.72,
1721887473.007,0.72,
1721887473.999,0.72,
1721887474.993,0.72,
1721887476.982,0.72,
1721887478.46,0.72,
1721887478.955,0.72,
1721887479.967,0.72,
1721887480.957,0.72,
1721887481.961,0.72,
1721887482.959,0.72,
1721887483.943,0.72,
1721887484.94,0.7,
1721887485.932,0.69,
1721887487.43,0.69,
1721887488.433,0.69,
1721887488.934,0.69,
1721887491.39,0.69,
1721887491.888,0.56,
1721887493.39,0.55,
1721887494.877,0.54,
1721887495.864,0.54,
1721887497.377,0.54,
1721887498.387,0.53,
1721887499.87,0.52,
1721887501.4,0.51,
1721887501.882,0.49,
1721887503.38,0.49,
1721887503.871,0.47,
1721887505.388,0.47,
1721887505.889,0.47,
1721887507.367,0.47,
1721887507.872,0.47,
1721887508.87,0.47,
1721887509.865,0.47,
1721887511.348,0.47,
1721887511.853,0.47,
1721887512.831,0.47,
1721887514.331,0.47,
1721887514.806,0.47,
1721887515.79,0.47,
1721887516.785,0.47,
1721887517.782,0.47,
1721887518.784,0.47,
1721887519.783,0.47,
1721887520.781,0.47,
1721887522.274,0.48,
1721887523.262,0.48,
1721887523.768,0.48,
1721887525.263,0.48,
1721887526.276,0.48,
1721887526.786,0.48,
1721887527.78,0.48,
1721887528.782,0.48,
1721887530.274,0.52,
1721887531.257,0.52,
1721887533.263,0.52,
1721887534.254,0.52,
1721887535.754,0.52,
1721887536.749,0.52,
1721887538.229,0.52,
1721887538.744,0.52,
1721887539.738,0.52,
1721887540.744,0.58,
1721887541.736,0.58,
1721887544.208,0.58,
1721887545.216,0.58,
1721887546.19,0.58,
1721887546.691,0.57,
1721887547.67,0.57,
1721887548.677,0.57,
1721887549.653,0.57,
1721887551.636,0.57,
1721887553.133,0.57,
1721887553.619,0.58,
1721887554.63,0.58,
1721887555.62,0.58,
1721887556.618,0.58,
1721887557.628,0.58,
1721887558.584,0.58,
1721887559.585,0.58,
1721887562.093,0.58,
1721887563.093,0.58,
1721887570.078,0.58,
1721887570.56,0.58,
1721887572.071,0.6,
1721887573.553,0.6,
1721887574.533,0.6,
1721887575.528,0.61,
1721887576.522,0.61,
1721887577.526,0.61,
1721887580.533,0.61,
1721887581.575,0.61,
1721887582.572,0.61,
1721887583.547,0.61,
1721887584.558,0.61,
1721887585.554,0.38,
1721887586.548,0.38,
1721887587.514,0.41,
1721887588.511,0.41,
1721887589.517,0.41,
1721887591.023,0.4,
1721887592.027,0.4,
1721887592.534,0.38,
1721887593.509,0.38,
1721887593.489,0.38,
1721887595.498,0.38,
1721887597.006,0.38,
1721887598.497,0.38,
1721887599.509,0.38,
1721887600.512,0.38,
1721887602.46,0.37,
1721887604.448,0.35,
1721887605.453,0.35,
1721887606.462,0.35,
1721887607.935,0.35,
1721887608.916,0.35,
1721887609.425,0.35,
1721887610.429,0.35,
1721887611.948,0.35,
1721887612.432,0.35,
1721887613.934,0.35,
1721887614.939,0.35,
1721887615.435,0.35,
1721887616.431,0.35,
1721887617.447,0.36,
1721887619.928,0.36,
1721887621.425,0.36,
1721887622.406,0.36,
1721887623.407,0.36,
1721887624.421,0.36,
1721887626.888,0.34,
1721887627.384,0.34,
1721887628.408,0.34,
1721887629.399,0.34,
1721887630.906,0.34,
1721887631.4,0.34,
1721887632.879,0.34,
1721887633.872,0.34,
1721887634.386,0.34,
1721887635.91,0.34,
1721887636.921,0.34,
1721887638.413,0.34,
1721887639.399,0.34,
1721887641.427,0.34,
1721887640.413,0.34,
1721887642.438,0.34,
1721887643.448,0.34,
1721887644.461,0.34,
1721887645.45,0.34,
1721887646.45,0.34,
1721887647.44,0.34,
1721887648.936,0.34,
1721887649.92,0.34,
1721887650.936,0.34,
1721887651.956,0.34,
1721887653.45,0.34,
1721887654.454,0.34,
1721887655.936,0.34,
1721887656.427,0.34,
1721887657.424,0.34,
1721887658.933,0.34,
1721887659.413,0.34,
1721887660.43,0.34,
1721887661.423,0.34,
1721887662.421,0.34,
1721887663.429,0.34,
1721887664.431,0.34,
1721887665.449,0.34,
1721887666.929,0.34,
1721887666.42,0.34,
1721887666.405,0.34,
1721887666.397,0.34,
1721887666.901,0.34,
1721887666.408,0.34,
1721887666.408,0.34,
1721887666.884,0.34,
1721887666.375,0.34,
1721887666.872,0.34,
1721887666.361,0.34,
1721887666.827,0.34,
1721887680.313,0.53,
1721887681.793,0.53,
1721887682.291,0.53,
1721887684.777,0.53,
1721887685.272,0.53,
1721887686.268,0.53,
1721887687.757,0.53,
1721887689.278,0.53,
1721887690.275,0.53,
1721887691.275,0.53,
1721887693.299,0.53,
1721887694.29,0.53,
1721887695.295,0.53,
1721887696.305,0.53,
1721887698.292,0.53,
1721887699.274,0.53,
1721887700.757,0.53,
1721887702.738,0.53,
1721887704.226,0.53,
1721887705.199,0.53,
1721887706.186,0.53,
1721887708.187,0.53,
1721887709.185,0.53,
1721887710.186,0.53,
1721887711.16,0.53,
1721887712.16,0.53,
1721887713.154,0.59,
1721887714.155,0.59,
1721887715.653,0.59,
1721887716.139,0.59,
1721887717.631,0.59,
1721887718.105,0.54,
1721887719.101,0.66,
1721887720.119,0.66,
1721887721.1,0.66,
1721887722.117,0.66,
1721887723.126,0.66,
1721887724.118,0.66,
1721887725.139,0.66,
1721887726.121,0.66,
1721887727.118,0.66,
1721887728.098,0.64,
1721887729.073,0.64,
1721887730.064,0.64,
1721887731.555,0.64,
1721887732.059,0.64,
1721887733.052,0.64,
1721887734.546,0.64,
1721887735.033,0.64,
1721887736.991,0.64,
1721887738.468,0.64,
1721887738.947,0.64,
1721887739.922,0.64,
1721887741.421,0.64,
1721887741.908,0.64,
1721887742.896,0.64,
1721887743.908,0.64,
1721887744.904,0.64,
1721887745.897,0.64,
1721887747.397,0.6,
1721887747.896,0.6,
1721887748.899,0.58,
1721887750.871,0.57,
1721887752.379,0.55,
1721887752.864,0.54,
1721887753.851,0.53,
1721887754.839,0.53,
1721887755.849,0.53,
1721887757.354,0.53,
1721887759.859,0.48,
1721887760.856,0.48,
1721887761.847,0.48,
1721887762.843,0.48,
1721887763.831,0.48,
1721887764.822,0.48,
1721887766.311,0.48,
1721887766.82,0.48,
1721887767.816,0.48,
1721887769.316,0.48,
1721887769.813,0.48,
1721887770.832,0.46,
1721887771.823,0.46,
1721887772.845,0.46,
1721887774.348,0.46,
1721887775.368,0.46,
1721887776.855,0.46,
1721887778.849,0.45,
1721887779.861,0.45,
1721887780.855,0.45,
1721887782.847,0.45,
1721887783.832,0.45,
1721887784.826,0.46,
1721887785.802,0.46,
1721887786.778,0.46,
1721887787.78,0.46,
1721887788.752,0.45,
1721887789.743,0.45,
1721887790.737,0.44,
1721887792.727,0.44,
1721887793.712,0.44,
1721887793.736,0.42,
1721887794.738,0.42,
1721887795.757,0.42,
1721887796.746,0.42,
1721887797.735,0.42,
1721887799.714,0.42,
1721887802.195,0.42,
1721887803.688,0.4,
1721887804.708,0.4,
1721887805.694,0.4,
1721887807.198,0.4,
1721887808.2,0.4,
1721887808.697,0.4,
1721887809.695,0.4,
1721887811.16,0.39,
1721887811.634,0.4,
1721887813.118,0.4,
1721887813.622,0.43,
1721887815.102,0.45,
1721887816.103,0.45,
1721887816.602,0.43,
1721887817.597,0.42,
1721887818.574,0.42,
1721887819.57,0.42,
1721887820.558,0.43,
1721887821.57,0.45,
1721887824.052,0.45,
1721887824.538,0.45,
1721887825.541,0.45,
1721887827.032,0.46,
1721887829.032,0.45,
1721887830.026,0.45,
1721887831.855,0.42,
1721887832.343,0.42,
1721887833.334,0.42,
1721887834.823,0.42,
1721887835.348,0.42,
1721887836.338,0.42,
1721887838.834,0.42,
1721887839.329,0.42,
1721887840.337,0.42,
1721887841.328,0.42,
1721887842.302,0.42,
1721887843.319,0.38,
1721887844.316,0.38,
1721887845.294,0.38,
1721887846.298,0.38,
1721887847.315,0.38,
1721887848.332,0.35,
1721887850.825,0.35,
1721887853.277,0.35,
1721887854.29,0.35,
1721887855.304,0.35,
1721887856.816,0.35,
1721887857.33,0.35,
1721887858.818,0.35,
1721887859.315,0.34,
1721887860.309,0.34,
1721887861.799,0.34,
1721887862.788,0.34,
1721887863.29,0.34,
1721887864.308,0.34,
1721887865.812,0.34,
1721887866.298,0.34,
1721887867.325,0.34,
1721887868.328,0.34,
1721887869.831,0.34,
1721887870.849,0.34,
1721887871.363,0.34,
1721887872.368,0.34,
1721887873.85,0.34,
1721887875.365,0.34,
1721887877.879,0.34,
1721887878.881,0.33,
1721887879.368,0.33,
1721887880.371,0.33,
1721887881.367,0.33,
1721887882.362,0.33,
1721887882.837,0.33,
1721887883.345,0.33,
1721887884.342,0.33,
1721887885.347,0.33,
1721887886.361,0.33,
1721887887.357,0.33,
1721887889.87,0.33,
1721887889.353,0.33,
1721887890.352,0.33,
1721887891.344,0.33,
1721887893.872,0.33,
1721887895.366,0.33,
1721887896.37,0.34,
1721887897.379,0.34,
1721887898.911,0.35,
1721887899.419,0.35,
1721887900.419,0.34,
1721887901.925,0.34,
1721887902.43,0.34,
1721887903.414,0.34,
1721887904.399,0.34,
1721887906.902,0.34,
1721887907.392,0.34,
1721887908.885,0.34,
1721887909.41,0.34,
1721887910.416,0.34,
1721887911.401,0.34,
1721887912.41,0.34,
1721887913.388,0.34,
1721887914.39,0.34,
1721887915.39,0.34,
1721887916.893,0.34,
1721887917.907,0.34,
1721887918.409,0.3,
1721887919.41,0.3,
1721887920.911,0.3,
1721887921.404,0.29,
1721887922.402,0.29,
1721887923.387,0.29,
1721887924.368,0.3,
1721887924.354,0.3,
1721887925.855,0.3,
1721887928.367,0.28,
1721887929.849,0.28,
1721887929.341,0.28,
